Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2019-08-18;52,00;141,14;16,71;0,00;0,00;0,00;0,00;0,00;0,00;0,00;34,67;124,80;17,33;0,00;0,00;120,71;0,00;0,00;0,00;0,00;0,00
2019-08-25;47,00;63,27;30,73;16,27;0,00;0,00;0,00;0,00;0,00;0,00;63,79;110,79;0,00;0,00;0,00;61,46;0,00;0,00;16,00;16,00;0,00
2019-09-01;44,00;44,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;13,54;44,00;0,00;14,67;0,00;132,00;0,00;0,00;30,00;15,00;0,00
2019-09-08;31,00;45,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,22;79,22;0,00;0,00;0,00;105,76;0,00;0,00;0,00;15,00;0,00
2019-09-15;45,00;30,60;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;48,46;17,31;0,00;0,00;0,00;61,88;0,00;0,00;0,00;15,00;0,00
2019-09-22;15,00;46,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;82,50;0,00;0,00;0,00;45,00;0,00;0,00;0,00;15,00;15,00
2019-09-29;30,00;30,00;14,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;46,67;30,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;61,00;91,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,94;61,00;0,00;0,00;0,00;31,42;0,00;0,00;0,00;0,00;0,00
2019-10-13;15,00;46,88;31,88;15,00;0,00;0,00;0,00;0,00;0,00;18,75;18,75;67,50;0,00;0,00;0,00;30,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;44,00;44,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;74,46;30,46;0,00;0,00;0,00;14,67;0,00;0,00;0,00;0,00;0,00
