Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2020-05-17;89,00;74,57;28,86;74,57;0,00;0,00;15,00;0,00;0,00
2020-05-24;57,00;14,87;44,61;101,61;14,87;28,00;43,00;14,00;14,00
2020-05-31;14,00;0,00;25,67;79,33;0,00;0,00;0,00;0,00;0,00
2020-06-07;41,00;94,06;26,53;26,53;0,00;0,00;0,00;27,00;0,00
2020-06-14;41,00;26,53;26,53;55,47;0,00;0,00;14,00;0,00;0,00
2020-06-21;45,00;15,00;15,00;107,50;15,00;0,00;15,00;15,00;0,00
2020-06-28;58,00;14,50;14,50;0,00;0,00;0,00;0,00;29,00;0,00
2020-07-05;31,00;0,00;31,00;104,92;0,00;0,00;15,00;0,00;0,00
2020-07-12;16,00;34,67;0,00;16,00;0,00;31,00;16,00;0,00;0,00
2020-07-19;32,00;32,00;17,23;49,23;0,00;0,00;32,00;0,00;0,00
2020-07-26;0,00;7,00;7,00;40,00;7,00;0,00;0,00;0,00;0,00
2020-08-02;47,00;14,84;14,84;0,00;0,00;0,00;16,00;0,00;0,00
2020-08-09;0,00;18,00;6,00;12,00;0,00;15,00;30,00;0,00;0,00
2020-08-16;15,00;45,00;30,00;60,00;0,00;0,00;15,00;0,00;30,00
2020-08-23;0,00;0,00;12,00;30,00;0,00;0,00;0,00;0,00;15,00
2020-08-30;43,00;28,67;14,33;28,67;0,00;0,00;0,00;14,00;0,00
2020-09-06;44,00;14,67;0,00;176,00;14,67;0,00;29,00;0,00;0,00
2020-09-13;29,00;0,00;14,50;87,00;14,50;0,00;0,00;0,00;0,00
2020-09-20;43,00;14,33;43,00;43,00;0,00;0,00;0,00;0,00;14,00
2020-09-27;90,00;29,19;0,00;29,19;0,00;15,00;15,00;0,00;0,00
2020-10-04;15,00;0,00;0,00;92,50;0,00;15,00;0,00;15,00;30,00
2020-10-11;31,00;45,31;14,31;31,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;31,00;0,00;14,31;59,62;0,00;0,00;0,00;0,00;0,00
2020-10-25;30,00;45,00;30,00;75,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;42,00;14,82;14,82;56,82;0,00;0,00;0,00;14,00;14,00
2020-11-08;60,00;43,20;0,00;43,20;0,00;15,00;0,00;15,00;15,00
2020-11-15;15,00;15,00;47,50;47,50;0,00;0,00;0,00;0,00;0,00
2020-11-22;58,00;14,50;43,50;58,00;0,00;0,00;15,00;44,00;15,00
2020-11-29;29,00;72,50;14,50;72,50;0,00;0,00;0,00;29,00;29,00
2020-12-06;0,00;12,00;6,00;18,00;0,00;0,00;0,00;0,00;29,00
2020-12-13;30,00;62,50;45,00;15,00;0,00;0,00;15,00;45,00;0,00
2020-12-20;17,00;17,00;17,00;51,00;0,00;0,00;17,00;0,00;34,00
2020-12-27;17,00;51,00;34,00;34,00;17,00;17,00;0,00;0,00;0,00
2021-01-03;0,00;24,00;30,00;30,00;6,00;0,00;0,00;0,00;15,00
2021-01-10;29,00;14,50;29,00;145,00;0,00;15,00;15,00;15,00;0,00
2021-01-17;14,00;56,00;56,00;42,00;0,00;0,00;0,00;0,00;14,00
2021-01-24;43,00;28,67;54,94;97,94;0,00;0,00;0,00;0,00;0,00
2021-01-31;86,00;73,71;0,00;58,97;0,00;0,00;14,00;0,00;14,00
2021-02-07;44,00;58,67;14,67;44,00;0,00;15,00;15,00;0,00;15,00
2021-02-14;15,00;32,50;32,50;47,50;0,00;0,00;0,00;15,00;15,00
2021-02-21;61,00;14,64;46,36;122,00;0,00;31,00;46,00;0,00;0,00
2021-02-28;60,00;15,00;15,00;60,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;29,00;14,50;14,50;29,00;0,00;15,00;0,00;15,00;0,00
2021-03-14;28,00;28,00;15,27;15,27;0,00;14,00;14,00;0,00;0,00
2021-03-21;45,00;15,00;15,00;45,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;16,00;16,00;0,00;29,71;0,00;16,00;16,00;0,00;0,00
2021-04-04;47,00;32,16;32,16;79,16;0,00;0,00;0,00;0,00;0,00
2021-04-11;15,00;60,00;0,00;45,00;0,00;0,00;0,00;15,00;0,00
2021-04-18;31,00;0,00;31,00;119,23;0,00;0,00;15,00;15,00;0,00
2021-04-25;30,00;30,00;15,00;75,00;0,00;0,00;0,00;30,00;0,00
2021-05-02;15,00;45,00;30,00;45,00;0,00;0,00;15,00;0,00;0,00
2021-05-09;61,00;29,28;14,64;61,00;0,00;0,00;0,00;0,00;15,00
2021-05-16;59,00;14,75;0,00;73,75;0,00;0,00;0,00;0,00;0,00
