Semaine;Nice (FR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Fréjus (FR);Cannes (FR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR)
2019-01-06;12,00;0,50;0,00;2,00;2,00;0,00;0,00;1,00;0,00;0,00;0,00;2,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00
2019-01-13;8,00;1,00;0,00;1,00;1,00;0,50;1,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-20;12,00;1,00;0,00;0,00;2,00;1,00;0,50;3,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-01-27;15,00;2,00;0,00;0,50;0,50;1,00;1,00;1,00;0,50;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-03;12,00;0,50;0,00;0,50;2,00;1,00;1,00;2,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00
2019-02-10;10,00;0,00;0,00;1,00;1,00;1,00;1,00;1,00;0,00;0,50;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-17;14,00;1,00;0,00;1,00;3,00;1,00;1,00;2,00;0,00;0,00;0,50;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-02-24;13,00;0,50;0,00;0,50;1,00;1,00;0,50;4,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,50;0,00
2019-03-03;16,00;2,00;0,00;1,00;1,00;2,00;3,00;3,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-10;17,00;1,00;0,00;0,00;1,00;3,00;1,00;3,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-17;19,00;0,00;1,00;0,50;1,00;0,50;1,00;4,00;0,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-24;16,00;3,00;0,00;0,50;3,00;1,00;4,00;3,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-03-31;19,00;2,00;0,00;0,00;0,50;1,00;2,00;1,00;0,00;0,00;0,00;2,00;0,50;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2019-04-07;13,00;0,50;0,50;0,50;0,50;1,00;3,00;2,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-14;22,00;1,00;0,00;1,00;1,00;0,50;4,00;4,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-21;24,00;1,00;0,50;2,00;0,50;1,00;5,00;8,00;0,00;0,00;0,50;3,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;20,00;2,00;0,00;0,50;0,50;1,00;3,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2019-05-05;12,00;2,00;0,00;0,50;1,00;1,00;2,00;4,00;0,00;0,00;1,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-12;14,00;1,00;0,00;0,50;3,00;0,50;2,00;2,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00
2019-05-19;21,00;0,00;0,00;1,00;1,00;1,00;3,00;2,00;0,00;0,50;0,50;2,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-05-26;16,00;2,00;0,00;1,00;0,50;1,00;5,00;3,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-06-02;21,00;1,00;1,00;1,00;3,00;0,50;4,00;5,00;0,00;0,00;0,00;5,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,50
2019-06-09;21,00;2,00;0,00;0,50;3,00;1,00;2,00;3,00;0,00;0,00;0,00;4,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;23,00;1,00;1,00;1,00;1,00;1,00;3,00;5,00;0,00;0,00;0,50;6,00;0,00;0,00;0,00;0,50;0,50;0,00;0,50;0,00;0,00
2019-06-23;23,00;4,00;0,00;1,00;3,00;1,00;3,00;6,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-30;26,00;2,00;0,00;0,50;1,00;1,00;5,00;4,00;0,00;0,00;1,00;7,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2019-07-07;19,00;1,00;0,00;0,50;2,00;0,50;7,00;5,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-14;26,00;3,00;0,00;2,00;0,00;2,00;2,00;6,00;0,00;1,00;0,00;7,00;0,00;0,00;0,50;0,50;0,50;0,00;0,00;0,00;0,00
2019-07-21;22,00;2,00;2,00;1,00;1,00;0,50;4,00;7,00;0,00;0,00;0,50;8,00;0,00;0,00;0,00;1,00;0,50;0,00;0,50;0,00;0,00
2019-07-28;27,00;2,00;0,00;1,00;1,00;1,00;4,00;8,00;0,00;0,00;0,50;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-04;32,00;2,00;0,00;4,00;1,00;1,00;9,00;7,00;0,00;0,00;0,00;11,00;0,50;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00
2019-08-11;35,00;3,00;1,00;2,00;1,00;2,00;6,00;6,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;1,00;1,00;0,00;0,00;0,00;0,00
2019-08-18;29,00;23,00;2,00;1,00;3,00;3,00;4,00;6,00;0,00;0,00;0,00;4,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;25,00;23,00;0,00;3,00;2,00;2,00;6,00;4,00;0,00;0,00;0,00;5,00;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00
2019-09-01;19,00;4,00;0,00;0,50;2,00;0,00;2,00;5,00;0,50;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00
2019-09-08;15,00;2,00;0,00;2,00;0,50;3,00;2,00;5,00;0,00;0,00;0,00;2,00;0,00;0,50;0,00;0,00;0,00;0,00;0,50;0,00;0,00
2019-09-15;15,00;2,00;0,00;1,00;1,00;1,00;2,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2019-09-22;16,00;2,00;0,00;1,00;0,50;1,00;2,00;5,00;0,00;0,00;0,00;1,00;0,50;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2019-09-29;15,00;0,50;0,00;3,00;1,00;1,00;4,00;3,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2019-10-06;13,00;1,00;0,00;0,50;1,00;1,00;3,00;1,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2019-10-13;20,00;0,00;0,00;1,00;0,50;0,50;3,00;2,00;0,00;0,00;0,50;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;11,00;1,00;0,50;1,00;2,00;1,00;1,00;1,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-27;11,00;2,00;0,00;0,50;2,00;0,50;3,00;3,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00;0,00;0,00
2019-11-03;14,00;0,00;0,00;0,50;0,50;1,00;2,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-10;14,00;2,00;0,00;0,50;0,50;0,00;1,00;0,50;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-11-17;13,00;1,00;0,00;1,00;1,00;0,50;2,00;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00
2019-11-24;10,00;0,00;0,00;1,00;0,00;1,00;2,00;2,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
