Semaine;Tahiti (PF);Guadeloupe (GP);Martinique (LC);Réunion (RE);Guyane (GF);St Barthélémy (BL);Mayotte (YT);Saint Martin (ile d Amérique du nord) (MF);Nouvelle Caledonie (NC)
2020-05-17;23,00;0,00;0,00;46,00;0,00;11,00;0,00;11,00;0,00
2020-05-24;33,00;0,00;0,00;22,00;0,00;0,00;0,00;33,00;0,00
2020-05-31;32,00;0,00;0,00;21,68;0,00;11,00;0,00;21,00;11,00
2020-06-07;21,00;11,00;0,00;11,00;0,00;0,00;0,00;11,00;0,00
2020-06-14;32,00;21,00;0,00;0,00;0,00;0,00;0,00;22,00;0,00
2020-06-21;11,00;22,00;11,00;55,00;0,00;0,00;0,00;11,00;0,00
2020-06-28;11,00;0,00;0,00;43,00;0,00;0,00;0,00;22,00;11,00
2020-07-05;58,00;23,82;0,00;46,61;0,00;0,00;0,00;35,00;23,00
2020-07-12;12,00;12,00;0,00;24,00;12,00;12,00;0,00;25,00;0,00
2020-07-19;37,00;12,33;0,00;24,67;0,00;0,00;12,00;25,00;0,00
2020-07-26;13,00;13,00;0,00;13,00;0,00;13,00;0,00;38,00;0,00
2020-08-02;13,00;0,00;0,00;13,00;0,00;0,00;13,00;26,00;13,00
2020-08-09;0,00;0,00;0,00;36,00;0,00;0,00;12,00;12,00;12,00
2020-08-16;72,00;12,17;0,00;24,34;0,00;0,00;0,00;24,00;12,00
2020-08-23;23,00;11,00;0,00;34,00;0,00;12,00;23,00;23,00;12,00
2020-08-30;24,00;24,00;12,52;12,52;0,00;0,00;0,00;35,00;0,00
2020-09-06;0,00;23,00;0,00;0,00;0,00;12,00;0,00;24,00;0,00
2020-09-13;0,00;12,00;24,00;0,00;0,00;0,00;0,00;12,00;12,00
2020-09-20;47,00;0,00;0,00;12,26;0,00;0,00;0,00;23,00;12,00
2020-09-27;0,00;23,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-04;24,00;0,00;0,00;36,00;0,00;12,00;0,00;0,00;0,00
2020-10-11;39,00;25,66;0,00;25,66;0,00;13,00;0,00;26,00;0,00
2020-10-18;26,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-25;62,00;12,20;0,00;49,80;0,00;12,00;0,00;37,00;0,00
2020-11-01;0,00;24,00;0,00;12,00;0,00;0,00;0,00;12,00;0,00
2020-11-08;25,00;49,00;0,00;0,00;12,00;0,00;0,00;38,00;0,00
2020-11-15;13,00;0,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00
2020-11-22;25,00;37,50;0,00;12,50;0,00;12,00;0,00;25,00;0,00
2020-11-29;13,00;13,00;13,00;13,00;0,00;0,00;0,00;0,00;13,00
2020-12-06;38,00;25,00;13,00;0,00;0,00;26,00;0,00;26,00;13,00
2020-12-13;25,00;25,00;0,00;25,00;0,00;12,00;12,00;12,00;12,00
2020-12-20;0,00;0,00;0,00;67,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;40,00;0,00;13,33;53,33;0,00;0,00;0,00;13,00;13,00
2021-01-03;0,00;12,00;0,00;96,00;12,00;12,00;0,00;37,00;0,00
2021-01-10;12,00;24,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00
2021-01-17;36,00;36,00;12,34;23,66;0,00;12,00;0,00;12,00;0,00
2021-01-24;0,00;35,00;0,00;12,00;12,00;0,00;0,00;12,00;0,00
2021-01-31;0,00;0,00;0,00;0,00;0,00;12,00;0,00;24,00;12,00
2021-02-07;26,00;0,00;0,00;0,00;0,00;13,00;13,00;26,00;0,00
2021-02-14;25,00;49,00;12,00;12,00;25,00;13,00;13,00;13,00;0,00
2021-02-21;25,00;0,00;12,00;25,00;0,00;0,00;0,00;25,00;13,00
2021-02-28;37,00;0,00;0,00;24,67;0,00;0,00;12,00;12,00;0,00
2021-03-07;12,00;47,00;0,00;0,00;0,00;12,00;0,00;24,00;0,00
2021-03-14;46,00;0,00;0,00;0,00;11,24;11,00;11,00;23,00;0,00
2021-03-21;37,00;24,67;0,00;37,00;0,00;0,00;0,00;12,00;0,00
2021-03-28;13,00;0,00;0,00;25,00;0,00;0,00;0,00;26,00;0,00
2021-04-04;24,00;12,00;0,00;24,00;0,00;12,00;0,00;12,00;0,00
2021-04-11;50,00;0,00;12,24;12,24;0,00;0,00;12,00;25,00;0,00
2021-04-18;25,00;37,00;12,00;0,00;0,00;0,00;0,00;25,00;0,00
2021-04-25;0,00;25,00;0,00;25,00;0,00;0,00;0,00;13,00;0,00
2021-05-02;50,00;25,51;0,00;12,24;0,00;0,00;0,00;0,00;0,00
2021-05-09;0,00;0,00;25,00;0,00;0,00;0,00;0,00;13,00;0,00
2021-05-16;0,00;0,00;0,00;35,00;12,00;0,00;0,00;60,00;0,00
2021-05-23;13,00;0,00;13,00;53,08;0,00;0,00;0,00;12,00;0,00
2021-05-30;13,00;0,00;0,00;0,00;0,00;13,00;0,00;26,00;13,00
2021-06-06;26,00;0,00;0,00;13,52;0,00;0,00;0,00;26,00;13,00
2021-06-13;0,00;24,00;0,00;85,00;0,00;0,00;0,00;25,00;0,00
2021-06-20;12,00;36,00;12,00;24,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;25,00;25,00;12,00;37,00;0,00;13,00;0,00;25,00;0,00
2021-07-04;64,00;0,00;12,19;101,59;0,00;0,00;0,00;0,00;0,00
2021-07-11;0,00;26,00;39,00;39,00;0,00;0,00;0,00;53,00;0,00
2021-07-18;42,00;28,68;14,34;0,00;0,00;14,00;0,00;42,00;0,00
2021-07-25;14,00;0,00;14,00;14,00;0,00;14,00;14,00;27,00;0,00
2021-08-01;14,00;0,00;0,00;42,00;0,00;0,00;14,00;28,00;28,00
2021-08-08;29,00;29,00;29,00;0,00;14,00;0,00;15,00;15,00;0,00
2021-08-15;28,00;41,00;28,00;41,00;0,00;0,00;0,00;28,00;14,00
2021-08-22;29,00;14,50;0,00;14,50;0,00;0,00;72,00;58,00;0,00
2021-08-29;29,00;29,00;29,00;0,00;0,00;0,00;14,00;14,00;0,00
2021-09-05;29,00;0,00;29,00;43,00;0,00;15,00;0,00;58,00;0,00
2021-09-12;14,00;14,00;0,00;28,00;0,00;14,00;0,00;57,00;14,00
2021-09-19;14,00;14,00;0,00;42,00;0,00;0,00;0,00;14,00;0,00
2021-09-26;42,00;14,34;27,66;14,34;0,00;0,00;14,00;28,00;0,00
2021-10-03;28,00;0,00;42,52;56,00;14,52;0,00;14,00;0,00;0,00
2021-10-10;0,00;14,00;0,00;14,00;0,00;0,00;0,00;43,00;0,00
2021-10-17;0,00;0,00;14,00;0,00;0,00;14,00;0,00;100,00;0,00
2021-10-24;58,00;14,50;14,50;0,00;0,00;0,00;0,00;29,00;0,00
2021-10-31;14,00;14,00;0,00;27,00;14,00;0,00;14,00;42,00;14,00
2021-11-07;33,00;0,00;0,00;0,00;0,00;0,00;0,00;49,00;0,00
