Semaine;Nice (FR);Paris (FR);Lille (FR);Strasbourg (FR);Lyon (FR);Marseille (FR);Bordeaux (FR);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Dijon (FR)
2020-01-05;34,00;731,00;17,00;17,00;17,00;29,00;33,00;4,00;13,00;13,00;0,00;4,00;0,00
2020-01-12;25,00;512,50;25,00;6,25;12,50;37,00;25,00;25,00;4,00;0,00;0,00;8,00;8,00
2020-01-19;17,00;680,00;0,00;17,00;34,00;29,00;8,00;8,00;12,00;4,00;0,00;4,00;4,00
2020-01-26;34,00;697,00;17,00;17,00;17,00;29,00;17,00;37,00;0,00;8,00;4,00;0,00;0,00
2020-02-02;67,00;656,60;13,40;26,80;26,80;21,00;17,00;25,00;4,00;4,00;8,00;0,00;4,00
2020-02-09;33,00;742,50;16,50;33,00;16,50;25,00;16,00;12,00;8,00;16,00;0,00;0,00;4,00
2020-02-16;29,00;609,00;14,50;14,50;14,50;17,00;25,00;8,00;4,00;4,00;4,00;4,00;0,00
2020-02-23;41,00;697,00;13,67;13,67;27,33;29,00;25,00;20,00;8,00;20,00;8,00;0,00;4,00
2020-03-01;20,00;320,00;10,00;10,00;10,00;36,00;12,00;8,00;12,00;12,00;8,00;4,00;4,00
2020-03-08;31,00;527,00;15,50;15,50;15,50;16,00;8,00;8,00;12,00;4,00;4,00;8,00;0,00
2020-03-15;28,00;224,00;0,00;14,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;4,00
2020-03-22;8,00;64,00;0,00;0,00;0,00;19,00;4,00;8,00;0,00;4,00;0,00;8,00;0,00
2020-03-29;8,00;88,00;4,00;0,00;4,00;4,00;8,00;4,00;4,00;4,00;0,00;0,00;0,00
2020-04-05;8,00;72,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00
2020-04-12;4,00;96,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;8,00;0,00
2020-04-19;8,00;80,00;0,00;4,00;4,00;0,00;8,00;15,00;8,00;8,00;0,00;4,00;0,00
2020-04-26;12,00;84,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-05-03;4,00;88,00;0,00;4,00;0,00;8,00;4,00;8,00;4,00;4,00;4,00;0,00;0,00
2020-05-10;22,00;165,00;0,00;11,00;0,00;4,00;0,00;4,00;11,00;0,00;0,00;0,00;0,00
2020-05-17;8,00;72,00;4,00;4,00;8,00;0,00;4,00;0,00;8,00;0,00;4,00;0,00;0,00
2020-05-24;11,00;154,00;0,00;0,00;11,00;11,00;11,00;4,00;0,00;7,00;0,00;0,00;0,00
2020-05-31;7,00;105,00;0,00;7,00;7,00;7,00;11,00;0,00;4,00;14,00;0,00;4,00;0,00
2020-06-07;29,00;261,00;14,50;14,50;14,50;33,00;11,00;11,00;18,00;11,00;0,00;4,00;7,00
2020-06-14;33,00;363,00;16,50;8,25;16,50;15,00;7,00;11,00;4,00;15,00;7,00;7,00;4,00
2020-06-21;46,00;322,00;15,33;0,00;15,33;30,00;4,00;8,00;8,00;4,00;4,00;4,00;4,00
2020-06-28;59,00;427,75;14,75;14,75;29,50;15,00;18,00;4,00;0,00;11,00;0,00;4,00;4,00
2020-07-05;74,00;488,40;14,80;14,80;29,60;31,00;27,00;15,00;4,00;15,00;4,00;8,00;4,00
2020-07-12;63,00;403,20;25,20;25,20;37,80;46,00;17,00;17,00;8,00;17,00;25,00;8,00;8,00
2020-07-19;46,00;582,67;30,67;30,67;46,00;21,00;29,00;12,00;12,00;21,00;8,00;8,00;0,00
2020-07-26;43,00;487,33;14,33;14,33;14,33;9,00;30,00;8,00;4,00;0,00;4,00;4,00;4,00
2020-08-02;75,00;462,50;25,00;25,00;12,50;35,00;17,00;0,00;9,00;4,00;4,00;0,00;4,00
2020-08-09;67,00;536,00;13,40;26,80;26,80;42,00;12,00;0,00;12,00;17,00;0,00;4,00;8,00
2020-08-16;57,00;285,00;7,13;14,25;28,50;16,00;28,00;8,00;8,00;12,00;8,00;0,00;4,00
2020-08-23;39,00;247,00;13,00;13,00;13,00;31,00;12,00;8,00;4,00;8,00;16,00;8,00;4,00
2020-08-30;44,00;205,33;14,67;14,67;14,67;12,00;12,00;8,00;0,00;8,00;4,00;0,00;4,00
2020-09-06;8,00;192,00;4,00;8,00;16,00;12,00;4,00;4,00;4,00;4,00;0,00;0,00;4,00
2020-09-13;12,00;228,00;12,00;6,00;0,00;8,00;4,00;4,00;12,00;0,00;4,00;0,00;0,00
2020-09-20;8,00;136,00;8,00;8,00;4,00;0,00;12,00;0,00;0,00;4,00;4,00;0,00;0,00
2020-09-27;4,00;128,00;0,00;4,00;4,00;12,00;8,00;4,00;0,00;0,00;4,00;0,00;0,00
2020-10-04;4,00;104,00;0,00;4,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00
2020-10-11;0,00;11,00;0,50;0,50;1,00;9,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;4,00;104,00;4,00;4,00;0,00;0,00;0,00;9,00;0,00;4,00;0,00;0,00;0,00
2020-10-25;25,00;137,50;6,25;0,00;12,50;0,00;8,00;0,00;0,00;12,00;0,00;4,00;0,00
2020-11-01;12,00;84,00;0,00;0,00;6,00;4,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00
2020-11-08;4,00;104,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;4,00;88,00;4,00;0,00;0,00;0,00;0,00;4,00;4,00;8,00;0,00;0,00;0,00
2020-11-22;8,00;64,00;0,00;8,00;0,00;0,00;8,00;0,00;4,00;0,00;4,00;0,00;0,00
2020-11-29;13,00;143,00;0,00;6,50;0,00;4,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00
2020-12-06;13,00;143,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00
2020-12-13;8,00;56,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00
2020-12-20;9,00;99,00;4,50;0,00;0,00;9,00;9,00;5,00;9,00;5,00;0,00;5,00;0,00
2020-12-27;9,00;117,00;9,00;4,50;9,00;0,00;9,00;0,00;9,00;9,00;0,00;0,00;0,00
2021-01-03;4,00;72,00;0,00;4,00;8,00;4,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00
2021-01-10;12,00;156,00;0,00;12,00;6,00;4,00;0,00;8,00;4,00;8,00;0,00;4,00;0,00
2021-01-17;0,00;11,00;0,00;0,50;1,00;4,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00
2021-01-24;8,00;72,00;8,00;4,00;4,00;0,00;4,00;8,00;0,00;4,00;4,00;0,00;0,00
2021-01-31;0,00;10,00;0,00;0,00;0,50;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;17,00;153,00;8,50;17,00;17,00;4,00;0,00;9,00;4,00;0,00;0,00;4,00;0,00
2021-02-14;0,00;12,00;0,00;1,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;13,00
2021-02-21;9,00;108,00;0,00;4,50;4,50;9,00;8,00;4,00;4,00;0,00;0,00;0,00;4,00
2021-02-28;8,00;88,00;8,00;4,00;4,00;4,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00
2021-03-07;12,00;156,00;0,00;0,00;0,00;12,00;4,00;8,00;4,00;0,00;4,00;0,00;0,00
2021-03-14;8,00;96,00;4,00;0,00;0,00;0,00;4,00;8,00;8,00;4,00;8,00;0,00;0,00
2021-03-21;4,00;88,00;4,00;4,00;8,00;17,00;0,00;4,00;8,00;12,00;0,00;0,00;0,00
2021-03-28;13,00;130,00;0,00;0,00;6,50;0,00;17,00;4,00;0,00;9,00;0,00;0,00;0,00
2021-04-04;0,00;9,00;0,00;0,00;0,50;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00
2021-04-11;4,00;96,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00
2021-04-18;9,00;117,00;9,00;9,00;9,00;9,00;4,00;4,00;4,00;4,00;4,00;4,00;0,00
2021-04-25;26,00;117,00;0,00;13,00;6,50;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;25,00;175,00;12,50;12,50;6,25;0,00;17,00;8,00;0,00;4,00;0,00;0,00;0,00
