Semaine;Nice (FR);reta (SI);Agadir (MA);Djerba (TN);Corfu (GR);Santorini Island (GR);Faro (PT);Bodrum (TR);Mykonos (GR);Biarritz (FR);Ars en Ré (FR);Saint Malo (FR);Le Cap d Agde (FR);Cefalù (IT);Fréjus (FR);Amalfi (IT);Cannes (FR);Dubrovnik (HR);Antibes (FR);Le Touquet (BE);Le Barcarès (FR);Deauville (FR);Portofino (IT);Porto Vecchio (FR);Lacanau (FR);Palavas les Flots (FR);Argelès sur Mer (FR);Carnac (FR);Arcachon (FR);Le Grau du Roi (FR);Cap Ferret (FR);Biscarrosse (FR);La Baule Escoublac (FR);Saint Jean de Monts (FR);Plage de la Palmyre (FR)
2020-06-07;15,00;0,00;12,00;0,00;12,00;40,00;0,00;7,50;7,50;22,50;7,50;0,00;6,00;0,00;0,00;9,00;0,00;6,00;3,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;20,00;0,00;16,00;0,00;20,00;75,00;2,50;6,67;26,67;46,67;6,67;3,00;3,00;3,00;3,00;10,00;0,00;10,00;3,00;0,00;6,15;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;14,00;0,00;10,00;0,00;10,00;42,00;2,33;7,00;28,00;42,00;7,00;3,00;0,00;0,00;0,00;24,00;3,00;17,00;7,00;0,00;3,11;0,00;0,00;0,00;0,00;4,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;14,00;3,00;14,00;3,00;10,00;39,67;16,33;7,00;21,00;105,00;7,00;7,00;10,00;0,00;0,00;21,00;3,00;21,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;36,00;0,00;4,00;0,00;29,00;57,60;26,40;6,00;42,00;66,00;0,00;7,00;4,00;4,00;0,00;18,00;7,00;4,00;0,00;0,00;3,00;3,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-12;18,00;4,00;7,00;15,00;11,00;90,00;27,00;6,00;12,00;78,00;12,00;7,00;15,00;4,00;7,00;7,00;0,00;18,00;7,00;0,00;4,50;0,00;4,00;0,00;11,00;4,00;0,00;4,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-19;30,00;11,00;4,00;0,00;11,00;80,77;11,54;12,00;48,00;78,00;6,00;11,00;15,00;4,00;8,00;15,00;4,00;4,00;8,00;0,00;7,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-26;23,00;4,00;4,00;8,00;30,00;50,60;6,90;5,75;40,25;80,50;11,50;15,00;19,00;15,00;0,00;11,00;11,00;11,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;4,00;0,00;0,00;0,00
2020-08-02;23,00;8,00;8,00;4,00;19,00;92,00;6,90;0,00;34,50;103,50;17,25;8,00;11,00;11,00;0,00;30,00;4,00;8,00;4,00;0,00;0,00;4,60;4,00;0,00;0,00;8,00;4,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-09;8,00;0,00;0,00;0,00;15,00;122,67;29,33;8,00;16,00;152,00;16,00;11,00;23,00;4,00;4,00;23,00;8,00;11,00;8,00;4,80;4,80;0,00;8,00;8,00;8,00;0,00;8,00;4,00;8,00;0,00;0,00;4,00;0,00;4,00;0,00
2020-08-16;31,00;4,00;4,00;0,00;12,00;93,00;42,92;6,20;24,80;117,80;12,40;15,00;8,00;0,00;4,00;15,00;12,00;4,00;12,00;0,00;11,81;4,43;4,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-08-23;15,00;0,00;7,00;7,00;22,00;90,00;22,50;7,50;37,50;90,00;7,50;19,00;19,00;7,00;0,00;22,00;7,00;4,00;7,00;0,00;12,00;4,50;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-30;36,00;4,00;15,00;0,00;11,00;96,00;19,20;6,00;6,00;66,00;6,00;7,00;0,00;4,00;4,00;11,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;15,00;0,00;7,00;0,00;26,00;80,00;30,00;15,00;30,00;75,00;60,00;29,00;4,00;4,00;0,00;11,00;0,00;7,00;0,00;0,00;7,50;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-13;14,00;7,00;0,00;7,00;21,00;93,33;32,67;7,00;14,00;35,00;7,00;14,00;7,00;0,00;0,00;7,00;3,00;3,00;10,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-20;14,00;7,00;3,00;3,00;14,00;51,33;14,00;7,00;21,00;56,00;0,00;14,00;3,00;0,00;0,00;3,00;14,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00
2020-09-27;18,00;4,00;14,00;0,00;11,00;64,29;7,71;0,00;6,00;30,00;6,00;0,00;0,00;7,00;0,00;11,00;0,00;0,00;4,00;0,00;3,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2020-10-04;14,00;4,00;11,00;0,00;14,00;35,00;18,67;7,00;14,00;63,00;0,00;0,00;7,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;2,80;0,00;4,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-11;4,00;0,00;15,00;4,00;4,00;22,00;4,00;0,00;4,00;24,00;0,00;8,00;4,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;10,67;0,00;0,00;4,00;0,00;0,00;4,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2020-10-18;7,00;4,00;0,00;0,00;11,00;14,00;21,00;7,00;7,00;35,00;0,00;0,00;4,00;0,00;0,00;7,00;4,00;4,00;4,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-25;18,00;4,00;7,00;0,00;11,00;27,00;4,50;6,00;6,00;30,00;0,00;11,00;0,00;0,00;0,00;4,00;4,00;0,00;7,00;0,00;3,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;11,00;7,00;11,00;0,00;11,00;27,50;8,25;0,00;0,00;5,50;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;29,00;4,00;7,00;0,00;4,00;26,58;0,00;5,80;11,60;23,20;0,00;7,00;4,00;0,00;0,00;4,00;7,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;7,00;0,00;7,00;0,00;4,00;25,67;7,00;0,00;0,00;21,00;0,00;4,00;4,00;4,00;7,00;0,00;4,00;4,00;0,00;0,00;2,80;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;11,00;0,00;7,00;0,00;11,00;41,25;2,75;0,00;11,00;22,00;5,50;4,00;11,00;4,00;0,00;10,00;7,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;0,00;4,00;18,00;0,00;7,00;14,00;2,00;1,00;1,00;4,00;0,00;4,00;15,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;7,00;0,00;4,00;0,00;7,00;25,67;18,67;7,00;7,00;21,00;0,00;7,00;11,00;4,00;0,00;4,00;0,00;0,00;4,00;4,20;4,20;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00
2020-12-13;7,00;0,00;11,00;0,00;11,00;18,67;11,67;0,00;0,00;14,00;7,00;7,00;7,00;0,00;0,00;0,00;4,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;16,00;0,00;8,00;0,00;20,00;34,29;4,57;0,00;8,00;16,00;0,00;0,00;0,00;4,00;0,00;12,00;4,00;0,00;4,00;0,00;4,36;4,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;4,00;0,00;4,00;8,00;32,00;26,00;6,00;0,00;0,00;16,00;4,00;4,00;0,00;0,00;12,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;7,00;4,00;11,00;4,00;44,00;35,00;7,00;7,00;7,00;7,00;0,00;0,00;15,00;0,00;0,00;11,00;0,00;4,00;15,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;7,00;0,00;11,00;4,00;22,00;28,00;0,00;7,00;7,00;14,00;7,00;4,00;7,00;7,00;4,00;4,00;4,00;0,00;0,00;0,00;4,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;4,00;7,00;4,00;0,00;28,00;84,00;12,00;4,00;8,00;8,00;0,00;7,00;0,00;4,00;4,00;14,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;7,00;0,00;11,00;7,00;21,00;28,00;0,00;7,00;7,00;21,00;0,00;4,00;11,00;0,00;4,00;11,00;0,00;0,00;4,00;0,00;0,00;2,80;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;0,00;0,00;14,00;0,00;7,00;21,00;3,00;0,00;3,00;2,00;0,00;7,00;0,00;0,00;0,00;7,00;4,00;4,00;11,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;7,00;4,00;4,00;0,00;11,00;39,67;4,67;0,00;14,00;28,00;7,00;11,00;7,00;0,00;0,00;11,00;0,00;4,00;0,00;0,00;2,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;11,00;0,00;0,00;0,00;4,00;19,80;0,00;5,50;5,50;16,50;5,50;34,00;4,00;0,00;0,00;11,00;0,00;4,00;0,00;0,00;4,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;15,00;0,00;4,00;4,00;11,00;35,00;7,50;7,50;15,00;7,50;0,00;7,00;7,00;4,00;0,00;4,00;4,00;7,00;7,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;11,00;4,00;7,00;0,00;18,00;33,00;6,60;5,50;11,00;11,00;11,00;7,00;0,00;0,00;0,00;7,00;7,00;7,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;11,00;0,00;15,00;0,00;15,00;59,40;4,40;0,00;11,00;11,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;7,00;11,00;14,00;4,00;18,00;49,00;7,00;7,00;7,00;14,00;0,00;14,00;4,00;4,00;0,00;7,00;0,00;0,00;7,00;0,00;2,80;0,00;7,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;12,00;4,00;8,00;0,00;8,00;55,20;12,00;12,00;6,00;24,00;6,00;0,00;8,00;0,00;0,00;16,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;8,00;0,00;0,00;0,00;16,00;58,67;0,00;8,00;8,00;40,00;0,00;4,00;0,00;0,00;4,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;11,00;0,00;4,00;0,00;15,00;30,80;6,60;0,00;5,50;11,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;15,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;15,00;0,00;7,00;4,00;0,00;30,00;7,50;15,00;7,50;15,00;0,00;7,00;11,00;0,00;4,00;4,00;0,00;7,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;15,00;4,00;11,00;0,00;22,00;42,50;12,50;7,50;7,50;30,00;0,00;7,00;11,00;0,00;7,00;4,00;0,00;7,00;7,00;0,00;4,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00
2021-04-25;0,00;4,00;11,00;0,00;14,00;23,00;6,00;1,00;2,00;3,00;0,00;4,00;4,00;4,00;0,00;18,00;4,00;7,00;0,00;0,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;19,00;8,00;8,00;0,00;11,00;33,25;14,25;6,33;25,33;19,00;6,33;0,00;4,00;4,00;0,00;8,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-09;22,00;4,00;22,00;4,00;15,00;56,22;22,00;14,67;36,67;44,00;7,33;7,00;4,00;4,00;0,00;11,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;15,00;8,00;4,00;4,00;23,00;110,00;15,00;7,50;15,00;60,00;0,00;4,00;8,00;4,00;0,00;11,00;4,00;11,00;8,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;8,00;4,00;19,00;8,00;31,00;90,67;29,33;8,00;40,00;72,00;8,00;0,00;4,00;4,00;0,00;15,00;4,00;4,00;4,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;19,00;11,00;19,00;11,00;23,00;123,50;49,88;12,67;31,67;38,00;0,00;8,00;0,00;0,00;4,00;11,00;0,00;11,00;0,00;0,00;7,31;0,00;4,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;34,00;4,00;8,00;4,00;46,00;133,57;38,86;6,80;47,60;61,20;6,80;15,00;8,00;4,00;4,00;15,00;4,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;31,00;8,00;12,00;0,00;42,00;169,31;14,31;6,20;62,00;43,40;6,20;4,00;15,00;4,00;4,00;8,00;8,00;12,00;0,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;32,00;12,00;28,00;4,00;56,00;162,46;32,00;12,80;102,40;102,40;6,40;4,00;12,00;4,00;0,00;20,00;4,00;4,00;4,00;0,00;7,27;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;16,00;28,00;12,00;0,00;60,00;146,29;16,00;8,00;88,00;112,00;0,00;8,00;28,00;4,00;0,00;20,00;4,00;24,00;8,00;0,00;7,27;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-04;28,00;12,00;8,00;0,00;57,00;137,67;18,67;14,00;49,00;112,00;7,00;4,00;8,00;4,00;0,00;20,00;12,00;28,00;4,00;0,00;0,00;0,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;53,00;16,00;24,00;12,00;74,00;178,27;40,95;6,63;72,88;79,50;6,63;12,00;20,00;16,00;0,00;20,00;29,00;29,00;0,00;0,00;0,00;0,00;8,00;8,00;8,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00
2021-07-18;45,00;4,00;0,00;0,00;78,00;175,26;21,32;6,43;83,57;90,00;6,43;12,00;16,00;12,00;4,00;12,00;8,00;49,00;8,00;0,00;0,00;0,00;25,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-25;32,00;20,00;16,00;8,00;45,00;189,71;32,00;25,60;108,80;115,20;0,00;4,00;20,00;20,00;8,00;36,00;4,00;4,00;8,00;0,00;11,64;0,00;4,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-01;49,00;20,00;4,00;0,00;61,00;193,55;51,45;36,75;73,50;110,25;6,13;16,00;20,00;20,00;4,00;24,00;0,00;24,00;0,00;0,00;4,45;0,00;12,00;0,00;0,00;4,00;4,00;12,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-08;17,00;21,00;13,00;0,00;64,00;218,57;34,00;5,67;39,67;96,33;17,00;34,00;9,00;21,00;4,00;17,00;9,00;21,00;0,00;0,00;4,25;4,25;9,00;13,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-08-15;59,00;8,00;4,00;4,00;54,00;194,21;34,42;13,11;45,89;150,78;13,11;8,00;25,00;13,00;0,00;17,00;8,00;21,00;8,00;0,00;4,43;4,43;4,00;0,00;4,00;4,00;8,00;0,00;13,00;0,00;0,00;4,00;0,00;0,00;0,00
2021-08-22;13,00;4,00;22,00;4,00;93,00;179,83;32,50;6,50;78,00;143,00;6,50;4,00;26,00;9,00;4,00;26,00;9,00;22,00;0,00;0,00;4,33;4,33;18,00;4,00;4,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-29;26,00;0,00;4,00;0,00;47,00;165,45;42,55;19,50;45,50;58,50;6,50;9,00;4,00;4,00;4,00;51,00;17,00;4,00;0,00;0,00;4,59;0,00;9,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;41,00;5,00;18,00;0,00;50,00;72,35;41,00;6,83;47,83;75,17;6,83;5,00;0,00;0,00;0,00;18,00;9,00;27,00;9,00;0,00;9,11;4,56;0,00;5,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-12;30,00;9,00;21,00;4,00;26,00;75,00;10,00;6,00;42,00;102,00;6,00;13,00;13,00;17,00;0,00;13,00;4,00;21,00;9,00;0,00;4,50;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-19;17,00;0,00;13,00;4,00;50,00;85,00;9,71;0,00;28,33;56,67;5,67;4,00;17,00;0,00;0,00;25,00;4,00;17,00;8,00;0,00;9,27;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-09-26;30,00;0,00;21,00;4,00;42,00;87,50;10,00;6,00;6,00;84,00;6,00;0,00;13,00;0,00;8,00;8,00;4,00;8,00;0,00;0,00;4,50;0,00;0,00;0,00;0,00;4,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-03;30,00;0,00;26,00;0,00;17,00;66,92;41,54;0,00;18,00;48,00;0,00;4,00;4,00;9,00;0,00;21,00;0,00;4,00;4,00;0,00;4,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-10;28,00;5,00;14,00;5,00;19,00;86,33;23,33;14,00;7,00;63,00;0,00;9,00;9,00;0,00;0,00;5,00;5,00;23,00;5,00;0,00;4,42;4,42;5,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-17;26,00;0,00;26,00;9,00;39,00;47,27;11,82;6,50;19,50;84,50;0,00;0,00;4,00;4,00;4,00;26,00;9,00;4,00;9,00;4,33;30,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-24;9,00;0,00;55,00;0,00;26,00;45,00;11,25;0,00;18,00;81,00;9,00;4,00;0,00;4,00;4,00;9,00;0,00;4,00;4,00;0,00;13,50;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-31;18,00;4,00;22,00;4,00;0,00;43,71;23,14;0,00;0,00;60,00;6,00;4,00;4,00;4,00;0,00;13,00;4,00;0,00;4,00;0,00;54,00;0,00;9,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-11-07;41,00;10,00;10,00;10,00;26,00;9,65;31,35;0,00;13,67;82,00;13,67;15,00;0,00;0,00;5,00;5,00;15,00;5,00;5,00;0,00;65,89;4,39;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00
