Semaine;London (GB);Paris (FR);Amsterdam (NL);Roma (IT);Lille (FR);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2021-05-09;13,00;14,08;3,25;22,00;1,00;7,00;5,00;4,00;5,00;9,00;2,00;6,00;3,00;1,00;3,00;4,00;1,00;3,00;2,00;2,00;2,00;0,50;3,00;1,00;1,00;1,00;1,00;1,00;0,50;0,00;1,00;0,00;0,00
2021-05-16;12,00;24,00;3,27;28,00;1,00;6,00;6,00;6,00;5,00;10,00;5,00;10,00;6,00;0,50;3,00;4,00;1,00;3,00;0,50;2,00;3,00;1,00;1,00;4,00;0,00;2,00;2,00;1,00;1,00;0,50;1,00;0,00;0,50
2021-05-23;20,00;22,22;5,56;23,00;1,00;9,00;7,00;5,00;6,00;10,00;5,00;9,00;5,00;1,00;2,00;5,00;3,00;2,00;3,00;3,00;3,00;1,00;3,00;1,00;0,50;1,00;2,00;0,50;1,00;1,00;1,00;0,50;0,50
2021-05-30;15,00;21,92;4,62;22,00;1,00;7,00;6,00;4,00;7,00;11,00;4,00;6,00;8,00;1,00;3,00;5,00;1,00;4,00;3,00;4,00;2,00;0,00;2,00;2,00;1,00;1,00;1,00;1,00;0,50;0,00;1,00;0,00;0,50
2021-06-06;17,00;23,80;4,53;20,00;1,00;9,00;8,00;9,00;9,00;9,00;7,00;9,00;7,00;1,00;4,00;6,00;0,50;3,00;2,00;3,00;4,00;1,00;1,00;2,00;1,00;1,00;2,00;1,00;2,00;0,50;1,00;0,50;0,50
2021-06-13;18,00;23,63;4,50;21,00;1,00;9,00;6,00;4,00;7,00;9,00;8,00;10,00;7,00;2,00;3,00;5,00;1,00;2,00;3,00;5,00;2,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,00;1,00;0,50;1,00
2021-06-20;19,00;25,71;6,71;24,00;0,00;7,00;6,00;5,00;10,00;14,00;8,00;14,00;9,00;0,50;4,00;7,00;2,00;2,00;2,00;2,00;3,00;1,00;3,00;1,00;1,00;1,00;2,00;1,00;0,50;0,50;1,00;0,00;0,00
2021-06-27;18,00;31,50;9,00;20,00;0,50;12,00;8,00;7,00;7,00;13,00;9,00;14,00;10,00;1,00;7,00;9,00;1,00;5,00;4,00;3,00;6,00;5,00;2,00;2,00;1,00;2,00;2,00;2,00;1,00;0,00;1,00;0,00;0,00
2021-07-04;21,00;26,53;6,63;30,00;1,00;9,00;7,00;7,00;8,00;13,00;9,00;10,00;11,00;2,00;5,00;5,00;3,00;3,00;3,00;5,00;3,00;1,00;3,00;2,00;1,00;3,00;1,00;3,00;2,00;0,50;2,00;0,00;1,00
2021-07-11;21,00;28,74;7,74;28,00;1,00;11,00;9,00;8,00;8,00;13,00;6,00;15,00;11,00;1,00;4,00;11,00;3,00;5,00;4,00;4,00;5,00;2,00;4,00;2,00;1,00;3,00;3,00;1,00;2,00;1,00;2,00;0,50;0,50
2021-07-18;17,00;30,60;7,93;27,00;0,00;11,00;11,00;6,00;9,00;15,00;7,00;11,00;6,00;1,00;6,00;10,00;1,00;5,00;4,00;4,00;1,00;3,00;3,00;1,00;1,00;1,00;2,00;1,00;2,00;0,50;1,00;0,50;0,00
2021-07-25;20,00;32,94;7,06;31,00;1,00;9,00;7,00;8,00;8,00;13,00;7,00;12,00;15,00;1,00;5,00;13,00;3,00;5,00;3,00;2,00;6,00;3,00;3,00;3,00;1,00;3,00;2,00;1,00;2,00;0,50;1,00;1,00;0,00
2021-08-01;23,00;37,95;8,05;33,00;1,00;12,00;8,00;8,00;11,00;14,00;7,00;16,00;6,00;2,00;7,00;12,00;3,00;5,00;3,00;3,00;4,00;3,00;4,00;3,00;1,00;2,00;3,00;1,00;2,00;0,00;1,00;0,00;0,00
2021-08-08;27,00;56,25;13,50;36,00;2,00;11,00;11,00;7,00;16,00;16,00;8,00;14,00;15,00;6,00;5,00;14,00;2,00;5,00;3,00;3,00;4,00;2,00;4,00;4,00;2,00;3,00;4,00;3,00;2,00;1,00;2,00;1,00;0,50
2021-08-15;32,00;51,43;11,43;33,00;1,00;11,00;9,00;13,00;10,00;19,00;12,00;18,00;15,00;2,00;6,00;9,00;2,00;3,00;3,00;6,00;6,00;3,00;4,00;4,00;1,00;2,00;1,00;2,00;1,00;0,50;1,00;0,00;0,50
2021-08-22;33,00;44,38;11,38;37,00;1,00;14,00;13,00;10,00;11,00;11,00;16,00;19,00;11,00;1,00;3,00;13,00;2,00;5,00;3,00;6,00;6,00;1,00;4,00;3,00;1,00;2,00;3,00;2,00;1,00;0,00;3,00;0,00;0,00
2021-08-29;31,00;45,93;12,63;41,00;1,00;11,00;13,00;11,00;15,00;17,00;10,00;20,00;16,00;3,00;3,00;11,00;2,00;5,00;3,00;4,00;7,00;2,00;5,00;3,00;2,00;3,00;3,00;2,00;1,00;0,50;2,00;0,00;0,50
2021-09-05;29,00;52,20;15,08;38,00;1,00;13,00;14,00;7,00;13,00;13,00;9,00;25,00;16,00;3,00;4,00;14,00;2,00;3,00;1,00;6,00;5,00;4,00;3,00;4,00;1,00;3,00;2,00;3,00;2,00;1,00;2,00;0,00;0,00
2021-09-12;32,00;49,14;10,29;39,00;0,50;14,00;13,00;13,00;16,00;16,00;15,00;22,00;14,00;2,00;4,00;10,00;2,00;8,00;2,00;5,00;6,00;3,00;3,00;2,00;1,00;3,00;1,00;2,00;2,00;0,50;1,00;0,50;0,00
2021-09-19;36,00;45,00;15,75;44,00;0,50;14,00;15,00;12,00;16,00;16,00;14,00;18,00;16,00;4,00;4,00;12,00;1,00;5,00;1,00;7,00;7,00;3,00;3,00;3,00;0,00;3,00;1,00;1,00;1,00;0,00;1,00;0,00;1,00
2021-09-26;40,00;53,71;12,57;40,00;0,50;10,00;20,00;15,00;14,00;13,00;13,00;20,00;15,00;2,00;3,00;15,00;1,00;9,00;3,00;7,00;5,00;3,00;5,00;3,00;1,00;5,00;2,00;2,00;1,00;0,00;2,00;0,00;0,50
2021-10-03;48,00;60,57;12,57;44,00;1,00;16,00;13,00;14,00;16,00;19,00;16,00;20,00;19,00;2,00;3,00;15,00;2,00;8,00;2,00;4,00;3,00;2,00;5,00;2,00;1,00;4,00;2,00;1,00;1,00;0,00;0,50;0,00;0,00
2021-10-10;37,00;63,59;16,19;49,00;1,00;17,00;20,00;17,00;18,00;23,00;18,00;20,00;23,00;3,00;3,00;13,00;2,00;9,00;4,00;5,00;6,00;3,00;3,00;2,00;1,00;3,00;2,00;2,00;2,00;1,00;2,00;0,50;0,00
2021-10-17;35,00;57,58;13,55;47,00;0,50;11,00;18,00;14,00;16,00;23,00;17,00;17,00;18,00;3,00;5,00;14,00;3,00;6,00;2,00;9,00;5,00;5,00;5,00;5,00;0,50;3,00;2,00;1,00;1,00;0,00;1,00;0,00;0,00
2021-10-24;28,00;62,72;11,20;46,00;0,50;13,00;15,00;15,00;13,00;18,00;11,00;13,00;17,00;2,00;5,00;14,00;4,00;9,00;2,00;8,00;5,00;3,00;4,00;3,00;1,00;4,00;2,00;1,00;0,00;0,50;0,50;0,00;1,00
2021-10-31;42,00;65,84;15,89;46,00;1,00;15,00;21,00;13,00;16,00;22,00;13,00;18,00;21,00;5,00;3,00;10,00;3,00;8,00;3,00;4,00;7,00;3,00;3,00;3,00;0,50;4,00;2,00;2,00;1,00;0,50;1,00;0,00;0,00
2021-11-07;35,00;58,71;18,06;47,00;0,50;13,00;20,00;13,00;17,00;24,00;13,00;16,00;19,00;3,00;3,00;10,00;2,00;4,00;3,00;6,00;7,00;2,00;4,00;1,00;0,50;2,00;1,00;2,00;1,00;1,00;1,00;0,00;0,50
