Semaine;London (GB);Paris (FR);Amsterdam (NL);Barcelona (ES);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);stanbul (TR);Budapest (HU);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2020-12-13;27,00;14,73;4,91;4,91;0,50;4,00;1,00;3,00;5,00;2,00;4,00;2,00;2,00;2,00;1,00;0,50;1,00;1,00;2,00;1,00;1,00;0,50;1,00;0,00;1,00;0,50;0,50;0,50;0,00;2,00;0,00;0,00
2020-12-20;46,00;17,89;2,56;2,56;0,50;3,00;2,00;3,00;5,00;2,00;5,00;2,00;2,00;1,00;3,00;0,00;1,00;1,00;2,00;3,00;2,00;0,00;1,00;0,50;1,00;1,00;0,00;0,50;0,00;3,00;0,00;0,00
2020-12-27;28,00;20,36;2,55;7,64;0,50;2,00;3,00;4,00;6,00;4,00;4,00;3,00;1,00;3,00;1,00;0,50;2,00;2,00;5,00;3,00;4,00;0,00;1,00;0,50;1,00;0,50;0,50;0,00;0,00;4,00;0,50;0,00
2021-01-03;22,00;17,11;2,44;7,33;0,50;12,00;3,00;5,00;6,00;4,00;4,00;3,00;2,00;1,00;3,00;1,00;1,00;1,00;3,00;4,00;4,00;0,50;1,00;0,00;1,00;0,50;0,00;0,50;0,50;2,00;0,00;0,00
2021-01-10;17,00;17,00;2,43;4,86;0,00;13,00;2,00;3,00;5,00;3,00;3,00;2,00;0,50;4,00;1,00;2,00;2,00;1,00;2,00;3,00;2,00;0,50;1,00;0,00;1,00;0,50;0,00;0,50;0,00;2,00;0,00;0,00
2021-01-17;17,00;17,00;2,43;4,86;0,00;12,00;2,00;4,00;5,00;4,00;2,00;2,00;1,00;3,00;2,00;0,00;2,00;1,00;3,00;2,00;2,00;0,50;0,50;0,00;1,00;0,00;0,00;0,50;0,00;1,00;0,00;0,00
2021-01-24;20,00;17,50;5,00;5,00;0,00;4,00;2,00;2,00;7,00;3,00;2,00;2,00;0,50;2,00;2,00;0,50;3,00;1,00;4,00;3,00;3,00;1,00;0,50;0,50;1,00;0,50;0,50;0,00;0,00;2,00;0,50;0,50
2021-01-31;15,00;15,00;2,50;5,00;0,00;5,00;2,00;3,00;5,00;3,00;4,00;1,00;1,00;2,00;2,00;0,50;2,00;0,50;1,00;3,00;4,00;0,00;0,50;0,00;1,00;0,00;0,00;0,50;0,00;2,00;0,00;0,50
2021-02-07;17,00;12,14;2,43;4,86;0,00;3,00;2,00;4,00;8,00;5,00;3,00;2,00;1,00;3,00;2,00;1,00;2,00;0,50;4,00;2,00;2,00;0,50;1,00;1,00;1,00;1,00;0,50;0,50;0,00;1,00;0,00;0,00
2021-02-14;17,00;12,14;2,43;4,86;0,00;4,00;1,00;2,00;5,00;4,00;3,00;2,00;1,00;3,00;2,00;1,00;2,00;0,50;2,00;3,00;2,00;0,00;0,50;0,00;1,00;0,50;0,00;0,00;0,00;1,00;0,00;0,00
2021-02-21;15,00;15,00;2,50;5,00;0,50;8,00;1,00;4,00;5,00;6,00;2,00;1,00;1,00;2,00;2,00;1,00;1,00;1,00;2,00;2,00;9,00;0,00;0,50;0,50;1,00;0,50;1,00;0,50;0,00;2,00;0,00;0,00
2021-02-28;17,00;12,14;2,43;2,43;0,50;5,00;1,00;2,00;8,00;3,00;2,00;2,00;1,00;4,00;1,00;1,00;2,00;1,00;3,00;3,00;5,00;1,00;0,50;0,00;1,00;0,50;0,00;0,00;0,00;1,00;0,00;0,00
2021-03-07;17,00;14,57;2,43;4,86;0,50;3,00;2,00;4,00;5,00;5,00;3,00;1,00;3,00;3,00;1,00;1,00;2,00;1,00;2,00;2,00;1,00;1,00;1,00;0,00;1,00;0,50;0,50;0,00;0,00;1,00;0,00;0,00
2021-03-14;17,00;14,57;2,43;7,29;0,50;5,00;2,00;2,00;6,00;4,00;2,00;1,00;1,00;3,00;1,00;0,50;2,00;1,00;3,00;1,00;2,00;0,50;0,50;0,00;1,00;0,50;0,50;0,50;0,00;1,00;0,00;0,00
2021-03-21;20,00;15,00;2,50;5,00;0,50;5,00;2,00;2,00;5,00;5,00;2,00;2,00;1,00;4,00;2,00;0,00;2,00;1,00;3,00;1,00;3,00;0,50;0,50;0,50;1,00;0,50;0,50;0,00;0,50;1,00;0,50;0,00
2021-03-28;22,00;14,67;4,89;4,89;0,00;7,00;2,00;4,00;4,00;4,00;3,00;1,00;0,50;3,00;2,00;0,50;2,00;1,00;3,00;1,00;3,00;0,50;1,00;0,50;1,00;0,00;0,00;0,00;0,50;2,00;0,00;0,00
2021-04-04;19,00;16,63;2,38;4,75;0,00;7,00;2,00;3,00;6,00;4,00;3,00;1,00;1,00;4,00;1,00;0,50;1,00;1,00;3,00;2,00;1,00;1,00;1,00;0,00;1,00;0,00;0,00;0,50;0,00;3,00;0,50;0,00
2021-04-11;29,00;16,92;2,42;7,25;0,50;7,00;2,00;4,00;6,00;4,00;3,00;1,00;1,00;3,00;2,00;0,00;1,00;1,00;2,00;2,00;3,00;0,00;0,50;0,00;1,00;0,50;0,00;0,50;0,50;5,00;0,00;0,50
2021-04-18;22,00;12,22;2,44;7,33;0,50;5,00;4,00;2,00;5,00;3,00;3,00;1,00;1,00;4,00;3,00;1,00;2,00;1,00;3,00;2,00;2,00;0,00;1,00;0,00;2,00;0,50;0,50;0,50;0,00;2,00;0,00;0,00
2021-04-25;19,00;16,63;2,38;7,13;0,50;7,00;3,00;3,00;7,00;4,00;3,00;2,00;1,00;5,00;2,00;1,00;2,00;1,00;6,00;3,00;2,00;0,50;1,00;0,50;1,00;1,00;0,50;0,00;0,50;2,00;0,00;0,00
2021-05-02;20,00;17,50;5,00;7,50;0,50;21,00;1,00;5,00;6,00;3,00;2,00;1,00;1,00;3,00;2,00;1,00;1,00;1,00;4,00;2,00;2,00;0,00;2,00;0,50;1,00;1,00;0,50;0,00;0,00;3,00;0,50;0,00
2021-05-09;20,00;15,00;2,50;7,50;0,50;11,00;3,00;3,00;4,00;2,00;3,00;2,00;1,00;4,00;2,00;1,00;2,00;1,00;2,00;1,00;2,00;1,00;1,00;0,50;1,00;0,50;0,00;0,50;0,00;3,00;0,00;0,00
2021-05-16;21,00;21,00;2,63;10,50;0,00;6,00;4,00;3,00;6,00;4,00;5,00;3,00;1,00;6,00;2,00;5,00;2,00;2,00;3,00;2,00;3,00;1,00;33,00;0,00;2,00;1,00;0,00;0,50;0,00;2,00;0,00;0,50
2021-05-23;20,00;17,50;5,00;10,00;0,00;8,00;3,00;3,00;6,00;4,00;3,00;3,00;2,00;6,00;2,00;1,00;2,00;1,00;3,00;2,00;3,00;0,00;3,00;0,50;1,00;0,50;0,00;0,50;0,00;4,00;0,50;0,00
2021-05-30;21,00;25,67;4,67;11,67;0,00;6,00;4,00;4,00;7,00;4,00;2,00;2,00;1,00;5,00;3,00;1,00;2,00;1,00;4,00;3,00;3,00;1,00;1,00;1,00;1,00;0,00;0,50;0,00;0,00;3,00;0,00;0,00
2021-06-06;16,00;20,57;4,57;9,14;0,00;8,00;5,00;4,00;7,00;4,00;4,00;3,00;1,00;6,00;3,00;1,00;2,00;2,00;5,00;1,00;4,00;0,50;1,00;0,50;1,00;1,00;0,50;1,00;0,50;3,00;0,00;0,00
2021-06-13;23,00;25,56;7,67;15,33;0,50;7,00;5,00;3,00;8,00;5,00;6,00;2,00;1,00;6,00;3,00;1,00;2,00;2,00;5,00;3,00;4,00;0,50;1,00;0,50;1,00;1,00;0,50;0,50;0,50;3,00;0,00;0,50
2021-06-20;22,00;26,89;7,33;12,22;0,50;11,00;7,00;4,00;7,00;7,00;7,00;3,00;2,00;7,00;3,00;2,00;3,00;2,00;6,00;3,00;4,00;1,00;2,00;1,00;2,00;0,50;1,00;0,50;0,50;3,00;0,50;0,50
2021-06-27;23,00;25,56;7,67;15,33;0,50;7,00;7,00;5,00;8,00;6,00;7,00;5,00;1,00;7,00;4,00;0,50;2,00;1,00;12,00;2,00;3,00;1,00;1,00;1,00;2,00;1,00;1,00;0,50;0,50;4,00;0,00;0,50
2021-07-04;23,00;28,11;7,67;15,33;0,00;11,00;4,00;6,00;7,00;5,00;8,00;5,00;2,00;8,00;5,00;2,00;4,00;2,00;4,00;2,00;6,00;1,00;2,00;1,00;3,00;0,50;1,00;0,50;1,00;2,00;0,00;0,00
2021-07-11;26,00;23,64;7,09;9,45;0,50;7,00;5,00;4,00;12,00;5,00;6,00;3,00;2,00;5,00;4,00;1,00;3,00;3,00;6,00;2,00;4,00;1,00;2,00;1,00;4,00;0,50;1,00;0,50;0,00;3,00;0,00;0,00
2021-07-18;21,00;25,67;7,00;9,33;0,50;7,00;4,00;6,00;8,00;3,00;4,00;4,00;1,00;7,00;3,00;1,00;4,00;1,00;4,00;3,00;3,00;1,00;2,00;0,50;3,00;1,00;1,00;0,50;0,50;3,00;0,00;0,50
2021-07-25;20,00;25,00;7,50;10,00;0,50;8,00;3,00;4,00;8,00;6,00;6,00;4,00;0,00;4,00;4,00;1,00;3,00;2,00;5,00;2,00;4,00;1,00;2,00;0,00;2,00;0,50;1,00;0,50;0,00;3,00;0,00;0,50
2021-08-01;18,00;25,71;10,29;7,71;0,50;8,00;3,00;6,00;8,00;4,00;6,00;4,00;1,00;8,00;3,00;2,00;4,00;2,00;7,00;3,00;4,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,50;2,00;0,00;0,50
2021-08-08;22,00;36,67;7,33;12,22;0,50;8,00;8,00;8,00;11,00;6,00;8,00;6,00;2,00;10,00;3,00;3,00;3,00;3,00;8,00;3,00;9,00;1,00;1,00;0,50;2,00;0,50;0,50;0,00;0,50;3,00;0,00;1,00
2021-08-15;20,00;35,00;12,50;12,50;0,00;9,00;7,00;8,00;13,00;4,00;6,00;6,00;1,00;6,00;5,00;1,00;4,00;2,00;8,00;3,00;6,00;0,50;1,00;1,00;1,00;1,00;0,50;1,00;1,00;4,00;0,50;0,50
2021-08-22;24,00;38,40;9,60;14,40;1,00;11,00;6,00;6,00;10,00;3,00;8,00;7,00;1,00;5,00;4,00;1,00;5,00;2,00;7,00;3,00;5,00;1,00;2,00;1,00;2,00;1,00;1,00;0,50;0,00;4,00;0,00;0,00
2021-08-29;27,00;36,82;12,27;12,27;0,50;12,00;6,00;7,00;10,00;5,00;9,00;6,00;2,00;6,00;6,00;2,00;3,00;2,00;11,00;5,00;7,00;1,00;2,00;0,00;1,00;1,00;0,50;0,50;0,00;3,00;0,00;0,50
2021-09-05;24,00;38,40;12,00;12,00;0,50;12,00;6,00;9,00;10,00;5,00;7,00;5,00;2,00;4,00;4,00;3,00;2,00;2,00;7,00;5,00;5,00;1,00;2,00;0,00;1,00;1,00;0,50;0,50;0,00;3,00;0,00;0,00
2021-09-12;20,00;45,00;12,50;12,50;0,50;13,00;7,00;9,00;10,00;6,00;15,00;5,00;2,00;7,00;5,00;2,00;2,00;1,00;6,00;3,00;6,00;1,00;1,00;0,50;2,00;1,00;0,50;0,00;0,50;2,00;0,00;0,00
2021-09-19;24,00;50,67;13,33;10,67;0,00;9,00;7,00;9,00;11,00;4,00;9,00;6,00;2,00;3,00;3,00;1,00;4,00;2,00;8,00;3,00;6,00;1,00;2,00;0,50;2,00;1,00;0,00;1,00;0,50;2,00;0,00;0,50
2021-09-26;29,00;48,33;12,08;12,08;1,00;13,00;7,00;11,00;11,00;7,00;11,00;7,00;2,00;8,00;6,00;2,00;4,00;2,00;7,00;4,00;7,00;1,00;3,00;1,00;2,00;1,00;1,00;1,00;0,50;3,00;0,00;0,50
2021-10-03;30,00;55,00;15,00;15,00;1,00;12,00;4,00;10,00;11,00;7,00;14,00;8,00;2,00;5,00;5,00;1,00;5,00;1,00;5,00;4,00;10,00;1,00;2,00;0,00;2,00;1,00;0,50;0,50;0,50;2,00;0,50;0,50
2021-10-10;34,00;60,15;15,69;15,69;0,50;15,00;7,00;11,00;10,00;6,00;14,00;9,00;2,00;3,00;5,00;2,00;6,00;2,00;7,00;4,00;5,00;1,00;2,00;1,00;2,00;1,00;0,00;0,50;0,50;2,00;0,00;0,00
2021-10-17;29,00;58,00;14,50;14,50;0,50;16,00;8,00;12,00;14,00;6,00;17,00;9,00;1,00;5,00;6,00;1,00;6,00;1,00;8,00;5,00;6,00;1,00;1,00;0,50;1,00;1,00;0,50;0,50;0,50;1,00;0,00;0,00
2021-10-24;26,00;57,20;15,60;15,60;0,50;14,00;8,00;10,00;12,00;6,00;15,00;9,00;1,00;4,00;5,00;2,00;4,00;2,00;10,00;3,00;7,00;1,00;3,00;0,00;1,00;0,50;0,50;1,00;0,00;3,00;0,50;0,00
2021-10-31;26,00;150,80;20,80;15,60;1,00;14,00;5,00;14,00;14,00;7,00;17,00;8,00;3,00;5,00;4,00;1,00;3,00;3,00;9,00;7,00;8,00;1,00;1,00;0,50;0,50;1,00;0,50;1,00;0,00;4,00;0,00;0,50
2021-11-07;29,00;81,73;13,18;10,55;0,00;14,00;8,00;15,00;10,00;6,00;16,00;6,00;3,00;3,00;5,00;2,00;5,00;1,00;8,00;67,00;7,00;0,50;2,00;1,00;2,00;1,00;0,50;1,00;0,00;3,00;0,00;0,00
