Semaine;Nice (FR);Paris (FR);London (GB);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2021-05-23;46,00;306,67;214,67;168,67;52,57;3,29;46,00;157,71;23,00;61,33;61,33;107,33;41,40;73,60;115,00;9,20;34,07;20,44;11,93;20,44;25,71;37,88;0,00;25,71;4,00;0,00;13,00;21,00;4,00;8,00;4,00;13,00;59,00;0,00;4,00
2021-05-30;35,00;233,33;116,67;116,67;63,00;3,50;73,50;140,00;50,56;97,22;42,78;143,89;25,67;51,33;56,00;0,00;16,67;30,00;21,67;13,33;4,04;21,54;25,58;8,08;9,00;4,00;13,00;17,00;4,00;4,00;17,00;9,00;26,00;0,00;4,00
2021-06-06;48,00;264,00;156,00;120,00;109,71;10,29;65,14;123,43;70,15;99,69;77,54;125,54;26,40;96,00;62,40;16,80;70,29;53,14;8,57;25,71;21,94;21,94;13,71;43,89;21,00;17,00;9,00;34,00;9,00;4,00;0,00;0,00;0,00;4,00;0,00
2021-06-13;42,00;378,00;98,00;224,00;113,08;3,23;74,31;145,38;68,73;122,18;42,00;152,73;133,00;107,33;74,67;0,00;42,00;28,56;20,16;16,80;8,13;37,94;20,32;20,32;21,00;8,00;4,00;0,00;4,00;4,00;17,00;8,00;17,00;4,00;0,00
2021-06-20;67,00;469,00;201,00;214,40;90,45;3,35;56,95;150,75;78,17;134,00;100,50;189,83;208,18;143,57;62,21;16,75;68,72;25,77;25,77;34,36;16,41;50,59;24,61;20,51;12,00;12,00;8,00;12,00;8,00;17,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;60,00;540,00;285,00;195,00;170,00;10,00;80,00;130,00;90,00;146,25;93,75;116,25;182,40;81,60;55,20;4,80;82,29;60,00;25,71;17,14;30,00;76,36;34,09;42,27;25,00;25,00;13,00;25,00;4,00;17,00;0,00;13,00;17,00;4,00;4,00
2021-07-04;47,00;470,00;141,00;211,50;164,50;13,43;87,29;107,43;72,31;173,54;97,62;133,77;68,15;115,15;47,00;16,45;47,00;33,57;16,79;52,04;33,57;42,97;37,60;33,57;30,00;21,00;9,00;38,00;9,00;9,00;4,00;13,00;4,00;13,00;4,00
2021-07-11;36,00;420,00;156,00;180,00;147,27;9,82;36,00;65,45;100,00;140,00;84,00;204,00;76,80;127,20;72,00;19,20;41,14;85,71;22,29;27,43;22,15;73,38;18,00;27,69;49,00;31,00;13,00;58,00;4,00;9,00;4,00;13,00;18,00;13,00;9,00
2021-07-18;95,00;556,43;203,57;244,29;169,64;37,32;47,50;84,82;129,20;201,40;171,00;136,80;80,75;133,00;52,25;19,00;57,68;62,77;18,66;18,66;51,57;108,57;28,50;66,50;33,00;33,00;24,00;47,00;14,00;14,00;9,00;5,00;19,00;0,00;0,00
2021-07-25;60,00;705,00;225,00;360,00;180,00;13,33;56,67;113,33;187,50;187,50;138,75;202,50;117,69;182,31;62,31;46,15;60,00;83,33;45,00;41,67;19,09;55,91;36,82;36,82;0,00;32,00;18,00;41,00;5,00;18,00;5,00;0,00;18,00;5,00;0,00
2021-08-01;43,00;788,33;215,00;315,33;172,00;23,15;122,38;175,31;148,55;172,00;144,64;179,82;97,94;238,89;74,06;14,33;137,27;84,35;9,92;33,08;43,00;71,22;43,00;37,63;52,00;33,00;33,00;33,00;10,00;33,00;0,00;5,00;19,00;5,00;0,00
2021-08-08;35,00;653,33;221,67;291,67;192,50;10,50;119,00;133,00;151,67;217,78;128,33;186,67;67,67;177,33;98,00;44,33;43,33;48,33;25,00;25,00;9,42;79,42;35,00;59,23;44,00;20,00;15,00;59,00;5,00;10,00;10,00;5,00;15,00;10,00;5,00
2021-08-15;62,00;582,80;285,20;223,20;161,89;20,67;113,67;110,22;131,75;205,38;147,25;193,75;81,08;128,77;90,62;38,15;90,49;51,95;13,41;56,97;22,91;75,48;37,74;47,17;24,00;33,00;5,00;42,00;28,00;5,00;14,00;5,00;14,00;5,00;0,00
2021-08-22;39,00;533,00;299,00;260,00;214,50;19,50;104,00;152,75;120,90;140,40;117,00;156,00;75,71;160,59;57,35;18,35;49,17;78,00;15,26;15,26;39,00;48,41;9,41;18,83;24,00;39,00;24,00;39,00;10,00;15,00;10,00;5,00;19,00;5,00;0,00
2021-08-29;63,00;478,80;264,60;289,80;155,84;13,26;96,16;145,89;85,24;170,47;137,12;137,12;56,00;95,67;51,33;23,33;63,00;44,27;28,95;28,95;9,59;34,24;19,17;34,24;14,00;29,00;14,00;19,00;10,00;14,00;5,00;0,00;5,00;19,00;0,00
2021-09-05;39,00;520,00;260,00;169,00;165,75;19,50;81,25;211,25;120,90;218,40;81,90;152,10;96,35;162,88;119,29;18,35;79,70;54,26;5,09;49,17;9,41;63,21;44,38;39,00;10,00;20,00;10,00;44,00;10,00;10,00;0,00;5,00;0,00;0,00;5,00
2021-09-12;34,00;901,00;425,00;340,00;221,00;23,80;102,00;214,20;113,33;215,33;109,56;154,89;119,00;119,00;53,43;9,71;73,10;52,70;5,10;23,80;5,44;47,60;28,56;24,48;24,00;14,00;5,00;29,00;14,00;0,00;5,00;0,00;5,00;5,00;0,00
2021-09-19;48,00;720,00;240,00;312,00;243,43;10,29;109,71;198,86;103,38;166,15;114,46;173,54;61,71;107,43;89,14;4,57;52,97;71,17;14,90;48,00;18,67;42,67;24,00;37,33;14,00;10,00;14,00;29,00;10,00;14,00;10,00;10,00;29,00;0,00;0,00
2021-09-26;24,00;684,00;276,00;264,00;216,00;20,57;116,57;192,00;244,00;224,00;124,00;156,00;67,20;120,00;81,60;0,00;53,14;66,86;13,71;37,71;4,24;63,53;49,41;53,65;28,00;19,00;5,00;33,00;14,00;0,00;0,00;0,00;19,00;0,00;0,00
2021-10-03;19,00;1064,00;456,00;418,00;167,83;19,00;98,17;205,83;178,60;129,20;98,80;292,60;76,00;66,50;95,00;38,00;62,18;105,36;10,36;38,00;19,00;36,64;23,07;46,14;19,00;5,00;5,00;42,00;0,00;0,00;0,00;0,00;23,00;5,00;0,00
2021-10-10;19,00;1292,00;608,00;437,00;199,50;12,67;142,50;117,17;281,20;228,00;117,80;258,40;125,88;78,38;175,75;14,25;103,64;74,27;15,55;58,73;19,00;48,86;58,36;67,86;10,00;10,00;14,00;53,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00
2021-10-17;43,00;1075,00;344,00;329,67;162,08;3,31;152,15;175,31;204,25;279,50;114,67;164,83;88,39;74,06;131,39;23,89;66,15;61,19;9,92;33,08;0,00;61,81;48,38;57,78;10,00;5,00;10,00;43,00;0,00;5,00;0,00;5,00;10,00;0,00;0,00
2021-10-24;34,00;612,00;351,33;192,67;108,80;10,20;112,20;122,40;166,22;211,56;86,89;151,11;43,71;51,00;80,14;19,43;44,20;132,60;0,00;10,20;19,04;53,04;34,00;62,56;5,00;14,00;5,00;24,00;0,00;0,00;0,00;5,00;15,00;0,00;0,00
2021-10-31;47,00;720,67;376,00;250,67;114,14;10,07;104,07;94,00;121,42;250,67;74,42;144,92;98,70;37,60;112,80;14,10;57,07;36,93;23,50;23,50;9,40;60,43;41,63;22,83;23,00;14,00;0,00;19,00;5,00;0,00;14,00;0,00;5,00;0,00;0,00
2021-11-07;11,00;462,00;297,00;132,00;88,00;18,33;55,00;168,67;143,00;95,33;47,67;132,00;66,00;61,60;57,20;0,00;47,67;113,67;0,00;29,33;16,50;22,00;16,50;33,00;5,00;22,00;0,00;11,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
