Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Marseille (FR);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2021-07-18;45,00;123,75;48,75;67,50;101,25;80,22;1,96;33,26;33,26;139,09;45,00;126,82;45,00;180,00;101,25;61,88;30,79;20,13;1,18;9,00;23,00;19,00;11,00;7,00;5,00;3,00;2,00;2,00;4,00;9,00;1,00;0,00
2021-07-25;27,00;127,29;46,29;77,14;108,00;77,14;0,96;32,79;30,86;131,14;54,00;138,86;43,20;167,40;102,60;54,00;54,00;24,65;5,87;12,00;17,00;14,00;9,00;12,00;6,00;0,00;5,00;1,00;1,00;7,00;1,00;0,00
2021-08-01;36,00;148,00;64,00;76,00;132,00;90,00;1,00;36,00;38,00;156,00;60,00;128,00;72,00;216,00;126,00;54,00;120,00;26,40;7,20;9,00;29,00;19,00;10,00;9,00;2,00;6,00;7,00;0,00;3,00;8,00;1,00;2,00
2021-08-08;29,00;130,50;58,00;94,25;101,50;94,73;0,00;25,13;42,53;136,71;62,14;120,14;46,40;226,20;121,80;58,00;64,04;26,58;6,04;12,00;29,00;15,00;9,00;14,00;3,00;6,00;6,00;4,00;0,00;4,00;2,00;3,00
2021-08-15;33,00;132,00;44,00;84,33;117,33;79,59;0,97;33,00;40,76;144,38;53,63;132,00;71,50;165,00;99,00;60,50;55,39;29,46;5,89;15,00;29,00;14,00;7,00;6,00;1,00;2,00;3,00;1,00;4,00;8,00;2,00;4,00
2021-08-22;36,00;152,00;76,00;108,00;116,00;98,00;0,00;30,00;40,00;132,00;56,00;120,00;60,00;210,00;120,00;48,00;67,20;33,60;3,60;22,00;28,00;17,00;9,00;5,00;4,00;4,00;7,00;1,00;4,00;7,00;1,00;0,00
2021-08-29;32,00;120,00;88,00;92,00;132,00;72,00;4,00;40,00;72,00;128,00;60,00;128,00;48,00;181,33;106,67;53,33;51,69;39,38;7,38;12,00;25,00;19,00;10,00;18,00;2,00;1,00;2,00;0,00;3,00;10,00;0,00;3,00
2021-09-05;31,00;139,50;108,50;100,75;158,88;112,38;1,94;46,50;73,63;127,88;50,38;120,13;41,33;160,17;77,50;51,67;52,46;45,31;8,35;9,00;31,00;19,00;6,00;13,00;2,00;1,00;3,00;0,00;2,00;7,00;1,00;2,00
2021-09-12;25,00;164,29;92,86;92,86;121,43;92,31;0,96;44,23;65,38;129,17;58,33;141,67;40,00;145,00;95,00;50,00;48,81;28,57;7,14;10,00;35,00;21,00;6,00;15,00;2,00;8,00;4,00;4,00;1,00;4,00;2,00;1,00
2021-09-19;34,00;204,00;124,67;105,78;120,89;118,00;2,00;42,00;72,00;144,50;59,50;144,50;56,67;141,67;107,67;68,00;53,43;44,93;4,86;11,00;21,00;27,00;9,00;2,00;2,00;3,00;1,00;2,00;1,00;8,00;0,00;4,00
2021-09-26;22,00;176,00;80,67;102,67;132,00;100,00;1,00;46,00;148,00;118,80;48,40;123,20;55,00;115,50;115,50;55,00;55,00;22,00;3,67;7,00;31,00;27,00;5,00;8,00;2,00;2,00;3,00;0,00;2,00;2,00;0,00;0,00
2021-10-03;24,00;212,00;116,00;148,00;140,00;102,00;2,00;54,00;80,00;156,00;60,00;132,00;66,00;138,00;108,00;66,00;49,20;44,40;2,40;12,00;27,00;23,00;9,00;4,00;2,00;5,00;0,00;2,00;3,00;4,00;5,00;0,00
2021-10-10;30,00;202,50;90,00;153,75;112,50;108,00;2,00;66,00;96,00;162,86;60,00;175,71;66,00;144,00;96,00;84,00;66,00;45,60;12,00;16,00;21,00;22,00;8,00;5,00;4,00;7,00;3,00;0,00;1,00;4,00;0,00;1,00
2021-10-17;26,00;159,71;96,57;126,29;144,86;92,00;2,00;56,00;84,00;186,33;47,67;138,67;52,00;104,00;98,80;62,40;40,18;48,45;3,55;10,00;22,00;21,00;7,00;9,00;9,00;3,00;4,00;3,00;3,00;1,00;0,00;1,00
2021-10-24;16,00;176,00;124,00;116,00;144,00;76,00;2,00;52,00;64,00;136,00;44,00;136,00;48,00;117,33;112,00;74,67;46,77;43,08;3,69;7,00;28,00;15,00;2,00;5,00;2,00;4,00;3,00;2,00;1,00;3,00;1,00;0,00
2021-10-31;24,00;160,00;88,00;104,00;144,00;92,00;1,00;54,00;74,00;128,00;48,00;120,00;54,00;168,00;138,00;60,00;45,60;34,80;6,00;7,00;15,00;13,00;3,00;10,00;3,00;1,00;4,00;3,00;0,00;7,00;1,00;0,00
2021-11-07;10,00;106,67;76,67;66,67;86,67;68,00;2,00;46,00;68,00;125,00;65,00;165,00;30,00;70,00;75,00;40,00;46,25;35,00;3,75;4,00;15,00;17,00;1,00;7,00;2,00;2,00;0,00;1,00;1,00;2,00;1,00;1,00
