Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-05-31;13,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,75;0,00;0,00;0,00;0,00;0,00;0,00;18,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-07;17,00;0,00;0,00;8,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,83;0,00;0,00;0,00;4,00;0,00;0,00;34,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-14;22,00;0,00;4,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;3,14;37,71;0,00;0,00;9,00;0,00;0,00;0,00;73,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-06-21;27,00;0,00;0,00;9,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;6,00;24,00;0,00;0,00;9,00;0,00;0,00;0,00;33,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-06-28;31,00;0,00;9,00;4,00;0,00;0,00;0,00;9,00;0,00;0,00;5,64;5,64;33,82;0,00;0,00;4,00;4,00;0,00;0,00;45,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;9,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-05;50,00;0,00;5,00;18,00;0,00;4,00;4,00;4,00;0,00;5,88;0,00;0,00;26,47;0,00;0,00;5,00;0,00;0,00;0,00;47,62;0,00;0,00;0,00;0,00;4,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-07-12;32,00;0,00;5,00;14,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;34,91;0,00;0,00;5,00;5,00;0,00;0,00;50,29;0,00;5,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-07-19;42,00;0,00;5,00;5,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;9,00;24,00;0,00;0,00;0,00;0,00;0,00;0,00;28,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2020-07-26;58,00;5,00;0,00;24,00;5,00;9,00;0,00;9,00;0,00;0,00;0,00;5,80;23,20;10,00;0,00;5,00;10,00;4,64;0,00;81,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-02;47,00;0,00;5,00;38,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;32,31;0,00;5,00;0,00;9,00;0,00;0,00;65,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2020-08-09;61,00;5,00;10,00;15,00;0,00;5,00;5,00;0,00;0,00;5,81;0,00;5,81;20,33;5,00;0,00;5,00;5,00;0,00;0,00;72,73;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-16;40,00;0,00;10,00;10,00;0,00;5,00;5,00;15,00;0,00;6,15;0,00;15,38;40,00;0,00;0,00;10,00;0,00;0,00;4,71;120,00;0,00;5,00;5,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;10,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-23;37,00;0,00;0,00;9,00;5,00;9,00;0,00;0,00;0,00;0,00;0,00;5,69;62,62;0,00;0,00;9,00;5,00;0,00;0,00;74,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-08-30;40,00;0,00;0,00;13,00;0,00;4,00;0,00;0,00;0,00;0,00;5,71;8,57;60,00;0,00;0,00;4,00;13,00;4,71;0,00;58,82;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;13,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-06;22,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;30,25;4,00;4,00;4,00;4,00;0,00;0,00;55,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-13;14,00;5,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;22,40;0,00;0,00;0,00;0,00;0,00;0,00;44,33;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-20;13,00;0,00;4,00;4,00;4,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;13,00;0,00;0,00;0,00;8,00;0,00;0,00;62,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-09-27;18,00;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;15,00;27,00;0,00;0,00;0,00;0,00;4,50;0,00;29,25;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-04;28,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;6,22;0,00;0,00;5,00;0,00;0,00;0,00;42,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-11;14,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;5,60;0,00;5,60;22,40;0,00;0,00;9,00;0,00;0,00;0,00;46,67;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;5,00;5,00;5,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;5,00;7,50;0,00;0,00;5,00;0,00;0,00;0,00;55,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-25;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;5,00;0,00;0,00;23,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;26,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;2,89;4,00;0,00;4,00;0,00;0,00;0,00;21,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-08;4,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;4,00;0,00;0,00;18,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;31,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,10;31,00;0,00;0,00;0,00;0,00;0,00;0,00;21,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;13,00;4,00;0,00;0,00;17,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;13,00;0,00;4,00;4,00;4,00;4,33;0,00;43,33;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-29;17,00;0,00;0,00;0,00;4,00;0,00;0,00;4,00;0,00;2,83;0,00;0,00;51,00;0,00;0,00;4,00;0,00;0,00;0,00;82,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;4,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;22,00;0,00;0,00;0,00;50,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-13;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;24,00;0,00;0,00;5,00;0,00;0,00;0,00;40,50;0,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;23,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;10,00;0,00;5,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,33;5,00;0,00;0,00;0,00;0,00;0,00;65,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;29,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20,30;0,00;0,00;34,00;0,00;0,00;0,00;102,62;0,00;5,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;10,00;5,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-03;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;22,00;0,00;0,00;4,00;0,00;0,00;0,00;62,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-10;4,00;4,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;6,00;67,00;0,00;13,00;0,00;4,00;0,00;42,00;0,00;4,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-01-17;13,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,80;44,00;0,00;4,00;0,00;0,00;0,00;140,83;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-01-24;22,00;0,00;0,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;8,25;4,00;0,00;13,00;0,00;0,00;0,00;41,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-01-31;18,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;18,00;0,00;0,00;0,00;54,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-07;9,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;6,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;60,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-14;19,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,33;0,00;0,00;5,00;0,00;4,75;0,00;83,13;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-21;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;33,00;5,00;0,00;5,00;5,00;0,00;0,00;40,50;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-02-28;0,00;0,00;0,00;5,00;0,00;0,00;0,00;18,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;5,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2021-03-07;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;4,00;0,00;0,00;0,00;29,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-14;4,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;28,00;0,00;0,00;4,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2021-03-21;9,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;6,00;15,00;5,00;0,00;0,00;0,00;0,00;0,00;42,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-03-28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;0,00;0,00;5,00;0,00;0,00;0,00;21,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-04;10,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,67;0,00;0,00;0,00;0,00;0,00;0,00;47,50;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-04-11;5,00;0,00;9,00;5,00;5,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;22,50;0,00;5,00;5,00;0,00;0,00;0,00;25,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2021-04-18;0,00;0,00;9,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;2,00;0,00;10,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2021-04-25;0,00;0,00;0,00;23,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-02;9,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;5,00;0,00;4,50;13,50;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2021-05-09;14,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,40;0,00;0,00;0,00;0,00;0,00;0,00;28,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2021-05-16;33,00;0,00;0,00;19,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;6,00;0,00;0,00;5,00;0,00;0,00;0,00;9,43;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-05-23;24,00;0,00;0,00;19,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;30,00;0,00;0,00;0,00;0,00;0,00;0,00;14,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;9,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2021-05-30;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-06;9,00;0,00;5,00;14,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;5,00;0,00;0,00;0,00;9,00;4,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;10,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;6,67;0,00;0,00;0,00;0,00;0,00;0,00;32,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;15,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;21,00;0,00;0,00;5,00;5,00;0,00;0,00;23,57;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;31,00;0,00;0,00;20,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;6,20;21,70;0,00;0,00;0,00;10,00;0,00;0,00;21,46;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00
2021-07-04;26,00;0,00;5,00;10,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;28,89;0,00;0,00;10,00;10,00;0,00;4,73;35,45;4,73;5,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-11;20,00;0,00;10,00;20,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;8,57;5,00;0,00;5,00;5,00;4,44;0,00;46,67;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;5,00;10,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2021-07-18;41,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,79;26,36;0,00;0,00;0,00;15,00;4,56;0,00;29,61;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;10,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-25;25,00;0,00;5,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,38;25,00;0,00;0,00;20,00;15,00;0,00;0,00;68,18;4,55;5,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;5,00;0,00;0,00;20,00;0,00;0,00;0,00;0,00;0,00
2021-08-01;30,00;0,00;0,00;20,00;15,00;5,00;0,00;10,00;0,00;0,00;0,00;6,00;63,00;0,00;0,00;0,00;15,00;4,62;4,62;60,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-08;88,00;0,00;0,00;11,00;0,00;0,00;0,00;5,00;0,00;0,00;5,87;11,73;38,13;5,00;5,00;11,00;5,00;0,00;0,00;64,84;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-15;49,00;5,00;5,00;11,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;37,47;0,00;0,00;0,00;5,00;0,00;0,00;102,67;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;11,00;0,00;0,00;0,00;0,00;0,00
2021-08-22;52,00;0,00;0,00;10,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;11,56;14,44;0,00;0,00;0,00;5,00;0,00;0,00;106,26;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;10,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2021-08-29;46,00;0,00;0,00;0,00;5,00;0,00;5,00;5,00;0,00;0,00;0,00;5,75;20,13;0,00;0,00;15,00;0,00;9,20;0,00;41,40;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;5,00;0,00;5,00;5,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;17,50;0,00;0,00;5,00;5,00;0,00;0,00;35,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2021-09-12;16,00;0,00;0,00;0,00;5,00;0,00;5,00;5,00;0,00;0,00;0,00;6,40;16,00;0,00;0,00;5,00;0,00;0,00;0,00;41,14;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2021-09-19;16,00;0,00;5,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;12,80;12,80;0,00;0,00;11,00;0,00;0,00;0,00;52,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-26;5,00;0,00;5,00;5,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;12,50;5,00;0,00;0,00;0,00;0,00;0,00;45,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-03;47,00;0,00;0,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;5,88;5,88;20,56;0,00;0,00;0,00;0,00;0,00;0,00;68,15;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-10;6,00;0,00;6,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;24,00;0,00;0,00;11,00;11,00;0,00;0,00;57,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-17;22,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;6,29;18,86;0,00;0,00;0,00;5,00;0,00;0,00;73,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2021-10-24;38,00;0,00;0,00;5,00;5,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;32,15;0,00;0,00;0,00;0,00;0,00;0,00;61,75;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-31;38,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,85;49,69;0,00;0,00;5,00;0,00;0,00;0,00;123,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;22,00;0,00;11,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-07;31,00;0,00;6,00;0,00;6,00;0,00;0,00;6,00;0,00;0,00;0,00;11,27;47,91;0,00;0,00;6,00;0,00;0,00;0,00;71,54;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;12,00;0,00;0,00;0,00;6,00;0,00;0,00;0,00;0,00;0,00
