Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2021-06-06;30,00;0,00;0,00;0,00;90,00;0,00;0,00;150,00;0,00;0,00;0,00;22,50;210,00;90,00;0,00;10,00;330,00;0,00;0,00;63,00;0,00;0,00;0,00;38,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;76,67;0,00;51,43;0,00;51,43;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-13;8,00;8,00;8,00;0,00;32,00;0,00;0,00;128,00;0,00;0,00;0,00;32,00;72,00;56,00;0,00;0,00;200,00;0,00;0,00;88,00;28,00;0,00;0,00;53,33;0,00;0,00;8,00;0,00;0,00;0,00;0,00;48,00;0,00;62,00;6,00;20,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-06-20;53,00;13,25;26,50;0,00;26,50;0,00;0,00;194,33;0,00;0,00;0,00;83,29;106,00;35,33;0,00;8,83;203,17;0,00;0,00;43,65;6,24;0,00;0,00;37,10;0,00;0,00;0,00;0,00;8,00;0,00;0,00;82,81;0,00;77,29;0,00;6,63;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2021-06-27;46,00;0,00;23,00;0,00;69,00;0,00;11,50;230,00;0,00;0,00;0,00;99,67;84,33;110,40;0,00;9,20;230,00;0,00;0,00;36,80;6,13;0,00;0,00;58,78;0,00;0,00;15,00;0,00;0,00;0,00;6,57;52,57;0,00;61,33;0,00;61,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-04;23,00;0,00;46,00;0,00;115,00;46,00;11,50;391,00;0,00;0,00;0,00;46,00;76,67;53,67;0,00;0,00;199,33;0,00;0,00;65,71;0,00;0,00;0,00;46,00;0,00;0,00;0,00;0,00;0,00;6,57;0,00;69,00;0,00;14,64;8,36;14,64;0,00;8,00;8,00;0,00;0,00;0,00;0,00
2021-07-11;24,00;0,00;24,00;0,00;48,00;12,00;12,00;360,00;0,00;0,00;8,00;40,00;120,00;64,00;0,00;24,00;192,00;9,00;0,00;75,00;9,00;0,00;0,00;72,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;106,29;0,00;54,55;0,00;15,27;0,00;0,00;8,00;0,00;0,00;0,00;0,00
2021-07-18;42,00;0,00;21,00;0,00;21,00;0,00;0,00;399,00;0,00;7,00;0,00;70,00;119,00;109,20;0,00;0,00;294,00;0,00;9,69;67,85;0,00;0,00;0,00;110,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;48,46;0,00;42,00;0,00;42,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-07-25;25,00;12,50;12,50;12,50;175,00;0,00;0,00;500,00;0,00;0,00;0,00;141,67;141,67;91,67;0,00;0,00;358,33;0,00;0,00;65,63;9,38;0,00;8,33;61,11;8,33;0,00;8,00;0,00;0,00;0,00;0,00;114,29;0,00;68,18;0,00;25,00;0,00;16,00;0,00;0,00;0,00;0,00;0,00
2021-08-01;41,00;0,00;10,25;0,00;61,50;20,50;0,00;410,00;0,00;0,00;0,00;102,50;109,33;106,60;0,00;24,60;278,80;9,46;0,00;56,77;0,00;0,00;7,69;97,38;0,00;0,00;0,00;8,00;0,00;9,46;0,00;78,85;0,00;64,74;0,00;41,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-08;50,00;12,50;25,00;0,00;100,00;0,00;0,00;266,67;0,00;0,00;0,00;100,00;64,29;116,67;0,00;8,33;358,33;0,00;9,38;115,63;0,00;0,00;0,00;92,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;93,33;0,00;100,00;0,00;50,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2021-08-15;49,00;12,25;0,00;0,00;122,50;0,00;0,00;310,33;0,00;0,00;0,00;105,00;91,00;117,60;0,00;9,80;245,00;9,19;0,00;55,13;0,00;0,00;0,00;105,74;0,00;0,00;0,00;0,00;0,00;0,00;0,00;58,80;0,00;104,39;0,00;49,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-08-22;9,00;0,00;0,00;0,00;54,00;18,00;0,00;270,00;0,00;0,00;0,00;153,00;117,00;117,00;0,00;9,00;378,00;0,00;0,00;75,00;0,00;0,00;21,00;120,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;39,00;9,00;72,00;0,00;45,00;0,00;17,00;9,00;0,00;0,00;0,00;0,00
2021-08-29;60,00;0,00;0,00;10,00;60,00;0,00;0,00;280,00;0,00;0,00;0,00;105,00;60,00;94,29;0,00;8,57;222,86;0,00;0,00;78,95;0,00;0,00;0,00;135,65;0,00;0,00;0,00;0,00;0,00;0,00;10,00;113,33;0,00;83,57;0,00;66,43;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2021-09-05;35,00;0,00;0,00;0,00;140,00;0,00;0,00;210,00;0,00;0,00;0,00;91,00;42,00;70,00;8,75;17,50;245,00;0,00;0,00;70,00;0,00;0,00;0,00;99,62;18,85;0,00;0,00;0,00;0,00;9,55;0,00;66,82;0,00;35,00;0,00;61,25;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2021-09-12;17,00;8,50;0,00;0,00;68,00;0,00;0,00;119,00;0,00;0,00;0,00;68,00;102,00;76,50;0,00;0,00;289,00;0,00;10,20;54,40;0,00;0,00;0,00;55,86;0,00;0,00;0,00;0,00;0,00;10,20;10,20;78,20;0,00;42,50;0,00;42,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-09-19;9,00;9,00;18,00;0,00;54,00;0,00;0,00;234,00;0,00;0,00;0,00;90,00;153,00;99,00;0,00;0,00;279,00;0,00;9,00;66,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;9,00;0,00;9,00;87,00;0,00;27,00;0,00;36,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2021-09-26;17,00;17,00;8,50;0,00;68,00;0,00;8,50;221,00;0,00;0,00;0,00;85,00;76,50;34,00;0,00;0,00;161,50;0,00;0,00;44,20;0,00;0,00;8,50;17,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;68,00;10,20;72,25;0,00;17,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00
2021-10-03;25,00;12,50;12,50;12,50;175,00;25,00;0,00;225,00;12,50;0,00;0,00;43,75;56,25;108,33;0,00;16,67;233,33;9,38;0,00;50,00;0,00;0,00;0,00;65,00;7,50;0,00;0,00;0,00;0,00;0,00;0,00;96,88;0,00;47,92;0,00;16,67;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-10;9,00;9,00;0,00;0,00;108,00;9,00;0,00;234,00;0,00;9,00;0,00;99,00;99,00;81,00;0,00;0,00;252,00;0,00;0,00;75,00;0,00;0,00;0,00;81,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;33,00;0,00;45,00;0,00;36,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-17;42,00;21,00;10,50;0,00;105,00;10,50;0,00;231,00;10,50;7,00;0,00;63,00;56,00;92,40;0,00;8,40;168,00;0,00;0,00;81,00;0,00;0,00;0,00;34,13;7,88;0,00;0,00;0,00;0,00;0,00;0,00;116,31;0,00;25,20;0,00;16,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-10-24;17,00;8,50;17,00;8,50;85,00;8,50;0,00;187,00;0,00;0,00;0,00;68,00;110,50;76,50;0,00;17,00;255,00;0,00;0,00;54,40;0,00;0,00;7,29;63,14;7,29;0,00;0,00;0,00;0,00;0,00;0,00;142,80;0,00;59,50;0,00;17,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00
2021-10-31;26,00;26,00;13,00;13,00;260,00;13,00;0,00;338,00;0,00;0,00;0,00;97,50;130,00;156,00;0,00;8,67;242,67;0,00;16,25;169,00;0,00;0,00;7,80;52,00;33,80;0,00;0,00;0,00;0,00;0,00;0,00;84,50;0,00;75,83;0,00;43,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2021-11-07;29,00;29,00;14,50;14,50;232,00;14,50;0,00;188,50;0,00;7,25;0,00;87,00;137,75;67,67;0,00;0,00;251,33;0,00;0,00;109,56;9,67;0,00;0,00;68,55;10,55;0,00;0,00;0,00;0,00;0,00;9,67;58,00;9,67;29,00;0,00;40,15;0,00;10,00;0,00;0,00;0,00;0,00;0,00
