Semaine;Nice (FR);Paris (FR);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2020-11-29;13,00;78,00;69,33;69,33;58,50;3,25;52,00;19,50;33,80;36,40;49,40;75,40;30,33;65,00;21,67;4,33;26,00;104,00;4,33;17,33;5,00;13,00;16,00;19,00;8,00;19,00;2,00;11,00;6,00;5,00;1,00;1,00;2,00;1,00;1,00
2020-12-06;14,00;88,67;70,00;74,67;70,00;3,50;56,00;21,00;47,60;33,60;44,80;81,20;23,33;70,00;28,00;9,33;23,33;121,33;4,67;18,67;10,00;22,00;14,00;25,00;11,00;11,00;2,00;16,00;6,00;2,00;3,00;3,00;6,00;1,00;1,00
2020-12-13;16,00;112,00;64,00;69,33;80,00;4,00;56,00;32,00;40,00;34,67;42,67;66,67;28,00;52,00;24,00;4,00;26,67;181,33;10,67;21,33;6,00;12,00;22,00;18,00;12,00;15,00;3,00;18,00;5,00;2,00;4,00;2,00;5,00;0,00;0,00
2020-12-20;17,00;124,67;56,67;90,67;68,00;8,50;68,00;25,50;51,00;42,50;53,83;76,50;42,50;72,25;17,00;4,25;28,33;164,33;11,33;17,00;5,00;14,00;23,00;25,00;6,00;19,00;7,00;14,00;6,00;4,00;0,00;0,00;5,00;0,00;0,00
2020-12-27;26,00;98,80;57,20;78,00;95,33;8,67;60,67;34,67;41,60;41,60;31,20;57,20;52,00;60,67;21,67;4,33;26,00;135,20;10,40;20,80;6,00;17,00;19,00;28,00;9,00;11,00;1,00;10,00;5,00;6,00;4,00;0,00;22,00;2,00;0,00
2021-01-03;15,00;95,00;55,00;95,00;97,50;3,75;105,00;22,50;40,00;22,50;32,50;65,00;37,50;56,25;15,00;7,50;30,00;115,00;10,00;15,00;4,00;23,00;19,00;15,00;11,00;13,00;2,00;19,00;3,00;4,00;2,00;2,00;2,00;1,00;0,00
2021-01-10;12,00;132,00;78,00;72,00;120,00;0,00;168,00;24,00;39,00;42,00;36,00;63,00;24,00;60,00;20,00;2,00;48,00;108,00;6,00;24,00;3,00;22,00;27,00;19,00;2,00;9,00;0,00;19,00;7,00;7,00;3,00;0,00;11,00;1,00;0,00
2021-01-17;15,00;90,00;60,00;90,00;67,50;3,75;127,50;22,50;37,50;32,50;40,00;52,50;30,00;45,00;15,00;7,50;30,00;100,00;5,00;20,00;9,00;11,00;23,00;12,00;7,00;10,00;5,00;12,00;4,00;2,00;2,00;1,00;8,00;2,00;1,00
2021-01-24;13,00;69,33;30,33;65,00;45,50;6,50;39,00;13,00;28,60;39,00;31,20;54,60;30,33;69,33;17,33;4,33;39,00;143,00;6,50;19,50;3,00;7,00;19,00;15,00;7,00;10,00;2,00;14,00;5,00;2,00;0,00;0,00;3,00;2,00;1,00
2021-01-31;9,00;67,50;27,00;54,00;63,00;4,50;45,00;9,00;33,00;27,00;45,00;57,00;36,00;54,00;13,50;4,50;22,50;76,50;4,50;13,50;2,00;14,00;9,00;14,00;2,00;8,00;1,00;9,00;4,00;1,00;0,00;1,00;5,00;0,00;1,00
2021-02-07;8,00;48,00;28,00;52,00;56,00;8,00;72,00;24,00;16,00;16,00;37,33;48,00;24,00;44,00;8,00;8,00;32,00;76,00;4,00;4,00;3,00;22,00;15,00;12,00;7,00;7,00;3,00;11,00;4,00;3,00;5,00;0,00;5,00;1,00;0,00
2021-02-14;9,00;81,00;36,00;81,00;90,00;4,50;81,00;18,00;45,00;33,00;36,00;57,00;40,50;58,50;18,00;9,00;31,50;99,00;4,50;13,50;3,00;15,00;11,00;12,00;3,00;16,00;4,00;15,00;3,00;2,00;2,00;3,00;10,00;0,00;1,00
2021-02-21;24,00;91,20;48,00;91,20;64,00;4,00;56,00;16,00;42,67;24,00;37,33;58,67;28,00;68,00;16,00;4,00;42,00;126,00;6,00;12,00;4,00;11,00;12,00;17,00;7,00;11,00;3,00;4,00;3,00;3,00;1,00;3,00;6,00;1,00;0,00
2021-02-28;16,00;80,00;58,67;90,67;56,00;8,00;40,00;8,00;24,00;24,00;37,33;66,67;28,00;44,00;8,00;4,00;26,67;117,33;5,33;10,67;6,00;10,00;11,00;9,00;4,00;9,00;0,00;5,00;5,00;3,00;2,00;2,00;8,00;0,00;0,00
2021-03-07;9,00;72,00;49,50;85,50;72,00;4,50;63,00;27,00;42,00;24,00;39,00;57,00;36,00;76,50;13,50;9,00;31,50;81,00;4,50;13,50;4,00;12,00;14,00;13,00;10,00;7,00;1,00;11,00;4,00;2,00;3,00;1,00;4,00;1,00;0,00
2021-03-14;8,00;96,00;40,00;68,00;72,00;4,00;48,00;16,00;34,67;21,33;24,00;82,67;32,00;60,00;16,00;4,00;28,00;92,00;4,00;16,00;9,00;12,00;14,00;20,00;5,00;15,00;0,00;6,00;1,00;3,00;5,00;0,00;6,00;0,00;0,00
2021-03-21;8,00;96,00;64,00;104,00;48,00;4,00;56,00;24,00;34,67;24,00;24,00;64,00;24,00;52,00;12,00;2,00;48,00;152,00;8,00;16,00;9,00;10,00;5,00;7,00;3,00;2,00;7,00;12,00;4,00;2,00;0,00;1,00;5,00;2,00;1,00
2021-03-28;15,00;65,00;35,00;70,00;30,00;7,50;52,50;22,50;25,00;12,50;17,50;57,50;18,75;45,00;3,75;3,75;20,00;105,00;5,00;5,00;2,00;2,00;3,00;6,00;1,00;8,00;1,00;3,00;1,00;2,00;0,00;0,00;5,00;0,00;1,00
2021-04-04;11,00;60,50;33,00;55,00;66,00;5,50;66,00;11,00;30,25;27,50;13,75;63,25;25,67;47,67;14,67;3,67;33,00;110,00;2,75;11,00;2,00;3,00;6,00;8,00;4,00;4,00;0,00;8,00;3,00;1,00;1,00;1,00;9,00;2,00;0,00
2021-04-11;8,00;52,00;24,00;52,00;56,00;4,00;40,00;16,00;29,33;13,33;16,00;48,00;20,00;40,00;4,00;0,00;32,00;152,00;8,00;16,00;1,00;8,00;3,00;2,00;5,00;10,00;5,00;2,00;3,00;1,00;1,00;0,00;9,00;0,00;0,00
2021-04-18;8,00;52,00;28,00;48,00;32,00;4,00;32,00;16,00;18,67;18,67;18,67;56,00;28,00;40,00;12,00;4,00;24,00;72,00;2,00;8,00;3,00;6,00;8,00;5,00;6,00;6,00;2,00;2,00;5,00;0,00;2,00;0,00;8,00;1,00;1,00
2021-04-25;8,00;48,00;28,00;40,00;48,00;8,00;48,00;8,00;29,33;29,33;16,00;42,67;20,00;36,00;8,00;0,00;40,00;168,00;8,00;8,00;8,00;10,00;6,00;10,00;6,00;8,00;1,00;3,00;3,00;7,00;0,00;1,00;12,00;2,00;0,00
2021-05-02;10,00;55,00;40,00;70,00;60,00;5,00;60,00;50,00;25,00;12,50;20,00;55,00;30,00;50,00;5,00;2,50;30,00;115,00;5,00;5,00;2,00;4,00;8,00;9,00;10,00;9,00;1,00;3,00;5,00;2,00;2,00;0,00;2,00;0,00;2,00
2021-05-09;22,00;77,00;44,00;82,50;51,33;3,67;44,00;66,00;19,25;24,75;27,50;35,75;35,20;44,00;13,20;4,40;38,50;132,00;5,50;11,00;9,00;6,00;7,00;11,00;9,00;10,00;3,00;9,00;2,00;3,00;1,00;4,00;3,00;2,00;0,00
2021-05-16;18,00;78,00;48,00;66,00;54,00;4,50;54,00;63,00;30,86;18,00;23,14;36,00;27,00;45,00;9,00;4,50;42,00;144,00;3,00;12,00;1,00;2,00;8,00;3,00;7,00;16,00;1,00;10,00;1,00;6,00;2,00;1,00;11,00;0,00;0,00
2021-05-23;13,00;69,33;30,33;60,67;39,00;3,25;32,50;45,50;20,80;15,60;31,20;57,20;39,00;47,67;4,33;4,33;52,00;162,50;3,25;13,00;1,00;7,00;7,00;7,00;6,00;8,00;1,00;8,00;1,00;5,00;5,00;0,00;9,00;1,00;1,00
2021-05-30;16,00;85,33;42,67;96,00;64,00;4,00;40,00;56,00;34,67;21,33;29,33;42,67;36,00;48,00;4,00;4,00;37,33;170,67;10,67;10,67;0,00;6,00;6,00;10,00;9,00;9,00;0,00;6,00;1,00;1,00;4,00;0,00;10,00;1,00;1,00
2021-06-06;16,00;64,00;42,67;69,33;64,00;4,00;48,00;32,00;16,00;18,67;24,00;45,33;24,00;40,00;4,00;2,00;37,33;170,67;2,67;16,00;5,00;8,00;6,00;9,00;2,00;5,00;3,00;5,00;7,00;3,00;1,00;0,00;3,00;1,00;0,00
2021-06-13;11,00;88,00;44,00;77,00;77,00;5,50;66,00;33,00;24,75;13,75;33,00;38,50;69,67;40,33;7,33;3,67;55,00;176,00;5,50;11,00;5,00;9,00;14,00;8,00;8,00;6,00;0,00;6,00;2,00;2,00;2,00;1,00;2,00;0,00;1,00
2021-06-20;13,00;123,50;58,50;123,50;39,00;3,25;39,00;19,50;36,40;18,20;18,20;44,20;52,00;47,67;8,67;2,17;52,00;227,50;6,50;19,50;5,00;5,00;3,00;10,00;2,00;9,00;2,00;3,00;5,00;2,00;1,00;3,00;7,00;0,00;0,00
2021-06-27;18,00;85,50;40,50;67,50;126,00;9,00;54,00;18,00;23,14;15,43;36,00;43,71;76,50;36,00;9,00;2,25;48,00;192,00;6,00;6,00;9,00;9,00;7,00;12,00;6,00;10,00;3,00;2,00;3,00;1,00;5,00;0,00;3,00;2,00;0,00
2021-07-04;21,00;110,25;31,50;84,00;63,00;7,00;35,00;21,00;28,88;18,38;28,88;44,63;33,60;37,80;16,80;12,60;47,25;168,00;5,25;15,75;6,00;12,00;4,00;9,00;9,00;6,00;3,00;6,00;4,00;2,00;1,00;2,00;7,00;1,00;0,00
2021-07-11;27,00;113,40;75,60;145,80;99,00;4,50;45,00;27,00;24,30;35,10;29,70;29,70;45,00;54,00;18,00;4,50;54,00;194,40;5,40;10,80;5,00;8,00;3,00;14,00;5,00;13,00;0,00;11,00;7,00;1,00;2,00;1,00;9,00;1,00;1,00
2021-07-18;23,00;109,25;57,50;115,00;38,33;3,83;53,67;30,67;37,38;28,75;34,50;43,13;50,60;46,00;13,80;0,00;86,25;230,00;2,88;17,25;5,00;8,00;8,00;5,00;5,00;8,00;6,00;10,00;13,00;2,00;0,00;0,00;6,00;0,00;2,00
2021-07-25;22,00;121,00;44,00;121,00;51,33;3,67;58,67;29,33;35,75;30,25;33,00;71,50;52,80;52,80;13,20;2,20;55,00;253,00;2,75;16,50;8,00;12,00;8,00;8,00;5,00;11,00;5,00;9,00;2,00;1,00;5,00;0,00;19,00;0,00;1,00
2021-08-01;27,00;135,00;59,40;135,00;63,00;9,00;36,00;36,00;45,90;35,10;18,90;40,50;54,00;58,50;18,00;2,25;97,20;291,60;5,40;16,20;15,00;15,00;14,00;10,00;18,00;11,00;2,00;11,00;8,00;6,00;5,00;1,00;12,00;0,00;1,00
2021-08-08;35,00;160,00;75,00;150,00;52,50;8,75;43,75;52,50;35,00;40,38;35,00;48,46;35,00;65,63;17,50;4,38;70,00;305,00;10,00;20,00;13,00;6,00;7,00;7,00;9,00;21,00;4,00;19,00;2,00;7,00;5,00;0,00;20,00;1,00;6,00
2021-08-15;27,00;162,00;81,00;140,40;54,00;9,00;72,00;63,00;40,50;35,10;21,60;48,60;36,00;58,50;13,50;22,50;81,00;270,00;10,80;27,00;8,00;12,00;12,00;16,00;12,00;7,00;1,00;1,00;10,00;5,00;6,00;2,00;7,00;0,00;2,00
2021-08-22;30,00;145,00;60,00;145,00;52,50;3,75;60,00;30,00;43,64;46,36;21,82;40,91;38,57;55,71;25,71;8,57;60,00;220,00;15,00;15,00;8,00;12,00;9,00;17,00;10,00;13,00;7,00;7,00;7,00;4,00;3,00;4,00;5,00;1,00;3,00
2021-08-29;32,00;160,00;69,33;176,00;80,00;4,00;72,00;48,00;37,33;37,33;32,00;37,33;64,00;86,86;22,86;2,29;58,67;288,00;16,00;21,33;12,00;6,00;10,00;20,00;10,00;16,00;0,00;6,00;6,00;5,00;2,00;2,00;7,00;1,00;1,00
2021-09-05;23,00;178,25;80,50;166,75;84,33;7,67;61,33;46,00;57,50;48,88;34,50;48,88;50,60;73,60;27,60;4,60;51,75;258,75;11,50;23,00;5,00;16,00;9,00;14,00;13,00;16,00;4,00;16,00;4,00;3,00;4,00;0,00;11,00;0,00;1,00
2021-09-12;23,00;156,40;92,00;147,20;84,33;3,83;69,00;53,67;51,11;48,56;35,78;53,67;55,20;110,40;23,00;4,60;92,00;276,00;17,25;28,75;4,00;22,00;7,00;17,00;16,00;20,00;5,00;6,00;11,00;5,00;1,00;1,00;7,00;1,00;1,00
2021-09-19;19,00;204,25;90,25;147,25;104,50;4,75;95,00;38,00;38,00;48,86;38,00;89,57;53,20;64,60;19,00;3,80;52,25;251,75;9,50;14,25;6,00;18,00;17,00;19,00;11,00;21,00;1,00;6,00;9,00;1,00;5,00;0,00;4,00;1,00;0,00
2021-09-26;24,00;196,80;96,00;139,20;80,00;8,00;72,00;56,00;58,67;50,67;42,67;88,00;56,00;64,00;20,00;8,00;72,00;288,00;6,00;24,00;14,00;24,00;13,00;20,00;11,00;22,00;1,00;10,00;0,00;2,00;4,00;1,00;2,00;0,00;2,00
2021-10-03;32,00;282,67;112,00;186,67;120,00;8,00;88,00;56,00;69,33;50,67;72,00;120,00;82,29;77,71;32,00;9,14;80,00;277,33;5,33;21,33;13,00;15,00;18,00;13,00;5,00;23,00;1,00;18,00;16,00;2,00;2,00;1,00;10,00;0,00;0,00
2021-10-10;21,00;273,00;120,75;152,25;91,00;3,50;63,00;56,00;73,50;47,25;44,63;120,75;71,40;63,00;33,60;4,20;68,25;262,50;10,50;21,00;9,00;14,00;10,00;24,00;10,00;21,00;2,00;15,00;15,00;2,00;4,00;5,00;6,00;0,00;2,00
2021-10-17;27,00;275,40;113,40;178,20;135,00;4,50;117,00;54,00;78,30;54,00;51,30;121,50;63,00;67,50;27,00;4,50;48,60;280,80;16,20;27,00;7,00;18,00;17,00;18,00;6,00;17,00;4,00;7,00;13,00;0,00;1,00;1,00;7,00;0,00;2,00
2021-10-24;21,00;236,25;131,25;131,25;91,00;7,00;84,00;35,00;63,00;57,75;52,50;89,25;58,80;88,20;42,00;4,20;57,75;231,00;5,25;15,75;7,00;13,00;13,00;15,00;11,00;19,00;2,00;9,00;5,00;8,00;4,00;2,00;4,00;1,00;4,00
2021-10-31;25,00;300,00;105,00;130,00;100,00;8,33;91,67;58,33;77,78;66,67;77,78;147,22;79,17;91,67;25,00;4,17;40,00;265,00;10,00;20,00;5,00;23,00;15,00;27,00;10,00;31,00;0,00;6,00;16,00;2,00;1,00;1,00;7,00;0,00;0,00
2021-11-07;19,00;261,25;128,25;114,00;133,00;9,50;76,00;57,00;86,86;43,43;67,86;119,43;95,00;87,40;22,80;3,80;33,25;289,75;9,50;19,00;10,00;15,00;21,00;32,00;7,00;29,00;4,00;20,00;10,00;4,00;3,00;3,00;3,00;1,00;1,00
