Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-06-30;46,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,41;46,00;0,00;0,00;15,00;0,00;5,11;0,00;30,67;5,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-07-07;39,00;0,00;10,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;9,41;39,00;0,00;0,00;10,00;0,00;0,00;0,00;58,50;14,30;0,00;10,00;0,00;0,00;0,00;0,00;0,00;5,00;5,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00
2019-07-14;45,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,45;50,45;0,00;0,00;5,00;5,00;5,14;0,00;34,71;10,29;0,00;5,00;5,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-21;35,00;5,00;10,00;0,00;5,00;15,00;0,00;0,00;0,00;0,00;0,00;20,19;64,62;5,00;0,00;5,00;0,00;5,19;0,00;40,19;0,00;0,00;5,00;0,00;0,00;0,00;0,00;5,00;5,00;0,00;0,00;5,00;0,00;15,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-07-28;55,00;5,00;5,00;0,00;0,00;15,00;0,00;5,00;0,00;5,37;0,00;0,00;44,27;5,00;0,00;5,00;0,00;0,00;0,00;39,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;15,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00
2019-08-04;29,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;5,00;9,23;14,50;14,50;42,18;5,00;0,00;15,00;0,00;0,00;0,00;18,91;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-11;34,00;5,00;5,00;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;9,52;62,56;0,00;0,00;14,00;0,00;5,23;0,00;34,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;0,00;5,00;5,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-08-18;53,00;5,00;0,00;0,00;0,00;5,00;10,00;5,00;5,00;0,00;0,00;5,44;62,51;0,00;0,00;5,00;0,00;5,17;0,00;47,83;0,00;0,00;10,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00
2019-08-25;56,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;4,10;0,00;9,56;98,34;0,00;0,00;9,00;0,00;9,12;0,00;14,33;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;9,00;5,00;0,00;0,00;0,00;14,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-09-01;45,00;0,00;5,00;5,00;18,00;13,00;4,00;22,00;0,00;4,09;0,00;17,73;77,73;9,00;0,00;9,00;0,00;9,00;0,00;27,00;0,00;4,00;9,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;5,00;9,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2019-09-08;89,00;9,00;13,00;0,00;0,00;4,00;0,00;13,00;0,00;4,05;4,05;4,05;57,98;4,00;0,00;0,00;4,00;9,03;0,00;12,90;3,87;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;4,00;4,00;0,00;4,00;9,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;0,00
2019-09-15;53,00;9,00;18,00;4,00;4,00;9,00;4,00;22,00;0,00;0,00;0,00;4,08;62,51;9,00;0,00;9,00;0,00;21,98;0,00;18,10;0,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;9,00;13,00;0,00;4,00;9,00;4,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-09-22;41,00;5,00;9,00;0,00;5,00;5,00;0,00;18,00;0,00;0,00;0,00;13,67;58,77;0,00;0,00;0,00;0,00;23,06;0,00;23,06;8,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;18,00;0,00;9,00;18,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-09-29;36,00;4,00;13,00;0,00;13,00;4,00;4,00;9,00;0,00;0,00;0,00;13,33;53,33;4,00;4,00;4,00;0,00;3,86;0,00;27,00;3,86;0,00;4,00;9,00;0,00;0,00;0,00;0,00;9,00;9,00;0,00;4,00;9,00;4,00;9,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-10-06;59,00;0,00;5,00;9,00;18,00;9,00;5,00;27,00;0,00;0,00;0,00;13,41;59,00;0,00;0,00;9,00;9,00;8,98;0,00;14,11;0,00;0,00;14,00;0,00;0,00;0,00;0,00;5,00;0,00;5,00;0,00;14,00;0,00;0,00;14,00;0,00;0,00;5,00;0,00;5,00;5,00;0,00;0,00;5,00
2019-10-13;54,00;13,00;4,00;0,00;0,00;4,00;4,00;13,00;4,00;0,00;0,00;4,05;54,00;4,00;4,00;22,00;4,00;0,00;0,00;12,86;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,00;4,00;0,00;0,00;0,00;13,00;9,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-10-20;57,00;4,00;0,00;0,00;4,00;4,00;9,00;9,00;0,00;0,00;0,00;13,57;61,07;4,00;0,00;0,00;9,00;3,89;0,00;27,20;0,00;0,00;9,00;4,00;0,00;4,00;4,00;4,00;0,00;4,00;0,00;9,00;0,00;13,00;4,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00
2019-10-27;71,00;0,00;4,00;0,00;13,00;9,00;0,00;18,00;0,00;4,02;4,02;21,43;40,19;0,00;0,00;9,00;0,00;3,87;0,00;21,95;3,87;0,00;13,00;0,00;0,00;0,00;4,00;0,00;13,00;0,00;4,00;13,00;0,00;13,00;13,00;0,00;0,00;0,00;4,00;0,00;9,00;0,00;0,00;0,00
2019-11-03;44,00;13,00;13,00;0,00;0,00;9,00;9,00;35,00;0,00;0,00;0,00;4,00;48,00;0,00;4,00;9,00;4,00;0,00;0,00;40,12;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;17,00;4,00;0,00;17,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;0,00
2019-11-10;35,00;0,00;4,00;4,00;4,00;9,00;9,00;26,00;0,00;0,00;0,00;8,08;51,15;0,00;0,00;13,00;9,00;12,96;3,89;22,04;0,00;0,00;9,00;4,00;0,00;4,00;0,00;0,00;4,00;4,00;4,00;4,00;0,00;4,00;13,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00
2019-11-17;39,00;4,00;4,00;0,00;4,00;9,00;4,00;26,00;0,00;4,03;4,03;8,07;82,03;4,00;4,00;13,00;4,00;9,10;0,00;44,20;0,00;0,00;9,00;0,00;0,00;0,00;4,00;0,00;9,00;9,00;17,00;9,00;0,00;4,00;4,00;4,00;4,00;4,00;4,00;4,00;0,00;0,00;0,00;0,00
2019-11-24;55,00;5,00;9,00;0,00;9,00;0,00;5,00;32,00;0,00;4,02;0,00;13,41;68,41;5,00;5,00;32,00;14,00;17,91;0,00;35,81;0,00;0,00;5,00;0,00;0,00;0,00;0,00;0,00;5,00;0,00;0,00;23,00;0,00;9,00;14,00;0,00;9,00;5,00;5,00;0,00;5,00;0,00;0,00;0,00
2019-12-01;52,00;0,00;17,00;4,00;26,00;0,00;0,00;17,00;0,00;8,00;4,00;4,00;77,33;4,00;0,00;26,00;4,00;3,90;3,90;22,10;3,90;0,00;30,00;9,00;0,00;4,00;0,00;0,00;13,00;4,00;4,00;13,00;0,00;0,00;17,00;0,00;0,00;0,00;4,00;4,00;0,00;0,00;4,00;0,00
2019-12-08;91,00;22,00;17,00;4,00;0,00;0,00;9,00;57,00;0,00;0,00;4,01;13,38;77,62;9,00;0,00;26,00;17,00;3,85;0,00;25,63;0,00;0,00;13,00;0,00;0,00;4,00;0,00;0,00;9,00;17,00;9,00;4,00;0,00;22,00;30,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00
2019-12-15;63,00;14,00;0,00;0,00;5,00;14,00;0,00;27,00;0,00;0,00;4,02;4,02;134,04;0,00;4,00;18,00;9,00;9,00;0,00;72,00;9,00;0,00;9,00;0,00;0,00;0,00;4,00;0,00;9,00;0,00;4,00;4,00;0,00;5,00;18,00;5,00;0,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00
2019-12-22;70,00;0,00;15,00;5,00;15,00;15,00;25,00;35,00;5,00;5,38;0,00;14,81;109,04;5,00;25,00;20,00;15,00;0,00;5,19;55,74;0,00;0,00;10,00;10,00;0,00;0,00;0,00;0,00;5,00;15,00;15,00;15,00;0,00;15,00;20,00;0,00;5,00;5,00;10,00;5,00;0,00;0,00;0,00;0,00
2019-12-29;60,00;5,00;14,00;5,00;5,00;18,00;5,00;18,00;0,00;4,09;0,00;4,09;73,64;5,00;9,00;5,00;9,00;9,13;0,00;70,43;5,22;0,00;9,00;5,00;0,00;0,00;0,00;5,00;0,00;0,00;9,00;9,00;0,00;5,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-05;65,00;22,00;0,00;4,00;4,00;4,00;13,00;35,00;4,00;4,06;0,00;17,60;65,00;17,00;17,00;9,00;9,00;8,92;3,82;81,57;3,82;0,00;13,00;0,00;9,00;9,00;4,00;0,00;13,00;4,00;9,00;13,00;4,00;4,00;17,00;0,00;4,00;9,00;0,00;4,00;0,00;0,00;0,00;0,00
2020-01-12;86,00;8,00;0,00;8,00;16,00;0,00;0,00;53,00;4,00;8,06;0,00;28,22;126,31;20,00;12,00;33,00;4,00;3,85;3,85;61,61;7,70;4,00;8,00;4,00;0,00;0,00;8,00;4,00;8,00;4,00;4,00;0,00;0,00;8,00;33,00;8,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-01-19;72,00;4,00;4,00;8,00;17,00;17,00;17,00;34,00;4,00;8,00;4,00;17,33;105,33;0,00;4,00;17,00;13,00;12,86;0,00;38,57;21,86;0,00;13,00;4,00;0,00;4,00;13,00;0,00;8,00;4,00;17,00;0,00;0,00;13,00;25,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00
2020-01-26;100,00;17,00;17,00;17,00;4,00;4,00;8,00;54,00;0,00;4,05;0,00;12,16;62,16;8,00;0,00;29,00;8,00;20,51;0,00;41,03;7,69;0,00;0,00;0,00;0,00;0,00;4,00;0,00;0,00;21,00;4,00;21,00;0,00;0,00;38,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;4,00;0,00
2020-02-02;58,00;4,00;17,00;0,00;4,00;12,00;0,00;54,00;8,00;0,00;0,00;4,05;91,72;0,00;8,00;12,00;17,00;0,00;3,87;29,64;3,87;0,00;21,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;4,00;0,00;17,00;17,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-02-09;29,00;8,00;0,00;4,00;4,00;8,00;4,00;63,00;4,00;0,00;0,00;15,82;65,91;4,00;8,00;13,00;4,00;16,39;0,00;32,78;16,39;0,00;13,00;0,00;0,00;4,00;0,00;0,00;0,00;4,00;13,00;8,00;0,00;13,00;21,00;0,00;4,00;8,00;4,00;0,00;0,00;0,00;8,00;0,00
2020-02-16;59,00;8,00;0,00;0,00;13,00;4,00;17,00;34,00;8,00;4,02;4,02;25,48;79,11;4,00;4,00;21,00;4,00;0,00;0,00;53,87;3,85;0,00;25,00;8,00;0,00;4,00;4,00;0,00;13,00;4,00;25,00;4,00;0,00;4,00;4,00;4,00;0,00;13,00;13,00;0,00;0,00;0,00;0,00;0,00
2020-02-23;53,00;20,00;8,00;8,00;41,00;20,00;0,00;24,00;0,00;4,08;8,15;36,69;107,36;4,00;12,00;4,00;0,00;3,88;0,00;28,44;7,76;0,00;8,00;0,00;4,00;4,00;4,00;4,00;16,00;12,00;8,00;0,00;0,00;4,00;20,00;8,00;0,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00
2020-03-01;44,00;8,00;8,00;0,00;0,00;4,00;4,00;24,00;0,00;4,00;0,00;36,00;58,67;0,00;4,00;12,00;8,00;11,65;0,00;7,76;7,76;0,00;4,00;0,00;0,00;0,00;0,00;0,00;8,00;4,00;8,00;0,00;0,00;12,00;8,00;0,00;0,00;4,00;0,00;0,00;0,00;0,00;4,00;0,00
2020-03-08;52,00;4,00;8,00;0,00;24,00;12,00;0,00;40,00;0,00;8,00;0,00;16,00;82,67;12,00;0,00;20,00;0,00;11,41;0,00;16,49;0,00;0,00;20,00;16,00;0,00;0,00;4,00;0,00;8,00;8,00;0,00;8,00;0,00;8,00;24,00;0,00;0,00;4,00;0,00;4,00;0,00;0,00;0,00;4,00
2020-03-15;32,00;8,00;4,00;0,00;24,00;0,00;12,00;36,00;4,00;0,00;0,00;8,35;61,22;4,00;4,00;8,00;4,00;7,68;3,84;15,36;7,68;0,00;4,00;0,00;0,00;0,00;0,00;0,00;12,00;4,00;0,00;4,00;0,00;0,00;24,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
