Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Ischgl (AT);Tignes (FR);Les Arcs (FR);Saalbach (AT);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);Sankt Anton (AT);Zermatt (CH);Flachau (AT);La Clusaz (FR);Verbier (CH);Zillertal (AT);Morzine (FR);Châtel (FR);St Moritz (DE);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Mayrhofen (AT);Val Gardena (IT);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Kitzbuhel (AT);Vars (FR);Garmisch (DE);Schladming (AT);Grand Bornand (FR);Brixental (AT);Sestriere (IT);Gstaad (CH);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2019-04-21;16,00;16,00;16,00;16,00;8,00;8,53;16,00;24,53;0,00;8,00;0,00;8,00;32,00;0,00;8,00;0,00;0,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-04-28;15,00;23,33;8,33;0,00;23,33;7,50;0,00;38,57;0,00;15,00;15,00;0,00;7,00;0,00;0,00;0,00;7,00;15,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-05;15,00;0,00;0,00;6,67;6,67;7,50;0,00;7,50;0,00;7,00;0,00;0,00;7,00;14,00;14,00;7,00;14,00;7,00;0,00;15,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00
2019-05-12;23,00;0,00;0,00;0,00;8,21;7,32;0,00;7,32;7,32;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-05-19;0,00;9,00;9,00;5,00;0,00;7,00;0,00;7,00;0,00;0,00;0,00;0,00;7,00;7,00;22,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00
2019-05-26;22,00;0,00;0,00;0,00;7,86;7,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00
2019-06-02;28,00;0,00;6,59;6,59;0,00;0,00;0,00;20,74;0,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;7,00;0,00;0,00;49,00;0,00;0,00;0,00;7,00;0,00;14,00;14,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00
2019-06-09;37,00;8,04;0,00;0,00;0,00;0,00;7,40;7,40;0,00;0,00;0,00;0,00;15,00;0,00;7,00;0,00;7,00;15,00;0,00;7,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;7,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-16;8,00;14,40;0,00;0,00;8,00;0,00;8,00;17,14;8,00;0,00;0,00;0,00;0,00;0,00;0,00;15,00;0,00;0,00;8,00;15,00;23,00;8,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2019-06-23;8,00;0,00;16,00;0,00;0,00;8,00;0,00;23,00;8,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;8,00;8,00;8,00;32,00;8,00;0,00;0,00;0,00;0,00;8,00;8,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
