Semaine;Nice (FR);Paris (FR);London (GB);Amsterdam (NL);Barcelona (ES);Roma (IT);Lille (FR);Madrid (ES);Lisbon (PT);Prague (CZ);Berlin (DE);Milano (IT);stanbul (TR);Budapest (HU);Venezia (IT);Wien (AT);Strasbourg (FR);Athens (GR);Dublin (IE);Lyon (FR);Frankfurt am Main (DE);Marseille (FR);München (DE);Stockholm (SE);Copenhagen (DK);Bordeaux (FR);Genève (CH);Tours (FR);Hamburg (DE);Toulouse (FR);Montpellier (FR);Nantes (FR);Avignon (FR);Monaco (MC);Dijon (FR);Aix en Provence (FR)
2021-06-06;54,00;253,80;10,80;5,40;21,60;20,00;33,00;13,00;18,00;4,00;4,00;8,00;11,00;6,92;11,08;2,77;54,00;8,31;3,12;68,54;4,15;81,00;2,45;1,23;1,23;41,00;9,00;35,00;1,00;35,59;34,36;31,91;9,82;5,00;10,00;9,00
2021-06-13;54,00;286,20;10,80;5,40;21,60;15,00;32,00;10,00;16,00;3,00;3,00;8,00;11,00;22,15;11,08;2,77;51,23;8,47;4,24;68,82;4,24;78,55;2,45;1,23;1,23;40,00;11,00;34,00;0,50;39,27;34,36;31,91;7,36;7,00;9,00;12,00
2021-06-20;54,00;280,80;10,80;5,40;21,60;20,00;33,00;13,00;19,00;4,00;3,00;8,00;9,00;30,46;11,08;2,77;59,54;8,31;2,08;70,62;3,12;81,00;1,23;1,23;1,23;43,00;14,00;41,00;1,00;40,50;35,59;33,14;11,05;6,00;9,00;11,00
2021-06-27;56,00;296,80;11,20;5,60;22,40;20,00;31,00;14,00;15,00;4,00;3,00;6,00;11,00;11,20;8,40;4,20;47,60;7,40;5,28;79,25;4,23;87,11;2,49;1,24;1,24;49,00;10,00;40,00;1,00;34,09;37,74;28,00;12,17;7,00;9,00;10,00
2021-07-04;72,00;315,69;11,08;5,54;22,15;18,00;57,00;11,00;14,00;4,00;4,00;10,00;11,00;4,15;12,46;1,38;65,08;7,30;6,26;90,78;4,17;96,41;1,22;1,22;1,22;59,00;11,00;37,00;2,00;40,27;53,69;43,93;13,42;10,00;16,00;16,00
2021-07-11;68,00;300,33;11,33;5,67;22,67;21,00;33,00;12,00;14,00;5,00;4,00;11,00;14,00;5,55;16,65;1,39;58,29;7,32;4,18;81,60;3,14;89,02;2,47;1,24;1,24;55,00;11,00;43,00;2,00;42,50;49,79;31,57;13,36;9,00;12,00;13,00
2021-07-18;74,00;307,38;11,38;5,69;17,08;17,00;34,00;10,00;14,00;5,00;5,00;10,00;10,00;5,58;13,96;4,19;51,66;5,29;6,34;77,17;4,23;93,73;1,23;1,23;0,62;53,00;11,00;40,00;1,00;39,47;46,87;32,07;16,03;10,00;10,00;12,00
2021-07-25;86,00;309,60;11,47;11,47;40,13;18,00;34,00;13,00;16,00;5,00;5,00;12,00;10,00;5,55;19,42;1,39;52,71;8,39;6,29;71,32;5,24;100,74;1,23;2,46;1,23;64,00;13,00;38,00;2,00;39,31;46,69;30,71;17,20;11,00;10,00;12,00
2021-08-01;82,00;317,07;16,40;10,93;32,80;24,00;41,00;13,00;21,00;6,00;5,00;12,00;12,00;5,56;18,07;2,78;47,25;13,67;5,26;84,10;5,26;108,93;2,45;1,22;1,22;53,00;15,00;37,00;2,00;42,84;58,75;41,61;19,58;17,00;12,00;14,00
2021-08-08;90,00;337,50;16,88;11,25;39,38;36,00;36,00;12,00;26,00;6,00;4,00;10,00;13,00;6,92;23,54;2,77;138,46;10,47;5,23;78,49;6,28;123,29;1,23;1,23;1,23;66,00;16,00;40,00;1,00;46,85;65,34;36,99;20,96;15,00;13,00;14,00
2021-08-15;82,00;322,14;17,57;11,71;29,29;20,00;37,00;10,00;21,00;6,00;5,00;14,00;11,00;6,95;19,46;2,78;69,49;8,41;6,31;75,69;4,21;100,64;2,48;1,24;1,24;55,00;16,00;38,00;0,50;40,39;53,85;42,84;11,01;13,00;10,00;13,00
2021-08-22;79,00;304,71;16,93;11,29;22,57;21,00;36,00;15,00;20,00;6,00;5,00;9,00;12,00;6,93;18,02;2,77;59,60;7,37;6,32;74,79;6,32;88,88;1,23;1,23;0,62;50,00;13,00;38,00;2,00;37,03;41,97;34,56;9,88;11,00;12,00;9,00
2021-08-29;64,00;308,36;17,45;5,82;17,45;22,00;42,00;14,00;22,00;5,00;5,00;9,00;10,00;5,57;15,30;1,39;58,43;9,44;5,25;69,25;3,15;80,00;2,46;2,46;1,23;48,00;10,00;35,00;1,00;34,46;39,38;27,08;9,85;10,00;10,00;10,00
2021-09-05;59,00;278,91;26,82;10,73;21,45;20,00;36,00;13,00;20,00;7,00;6,00;12,00;11,00;8,23;12,35;4,12;57,63;6,21;6,21;76,60;2,07;66,38;1,23;2,46;2,46;43,00;10,00;32,00;0,50;33,19;36,88;35,65;8,60;7,00;9,00;8,00
2021-09-12;57,00;296,40;22,80;11,40;17,10;22,00;38,00;17,00;18,00;5,00;4,00;9,00;12,00;5,56;16,68;2,78;61,17;5,28;6,33;72,83;3,17;69,39;2,48;1,24;2,48;40,00;10,00;31,00;1,00;31,53;31,53;36,38;9,70;7,00;9,00;6,00
2021-09-19;58,00;313,20;23,20;11,60;23,20;25,00;34,00;16,00;20,00;8,00;6,00;10,00;13,00;6,90;13,81;2,76;60,76;5,27;7,38;75,93;4,22;76,51;2,47;0,62;2,47;42,00;10,00;32,00;2,00;41,96;33,32;30,85;9,87;7,00;11,00;8,00
2021-09-26;49,00;304,89;21,78;10,89;16,33;30,00;41,00;15,00;23,00;8,00;6,00;13,00;14,00;7,00;19,60;5,60;67,20;7,30;8,34;71,94;3,13;62,48;2,45;2,45;2,45;49,00;9,00;32,00;1,00;34,30;36,75;28,18;8,58;7,00;7,00;8,00
2021-10-03;50,00;311,11;27,78;11,11;16,67;25,00;32,00;18,00;21,00;8,00;6,00;11,00;13,00;8,33;15,28;5,56;61,11;4,26;6,38;79,79;4,26;68,75;1,25;1,25;1,25;50,00;13,00;33,00;1,00;35,37;28,05;32,93;8,54;7,00;7,00;8,00
2021-10-10;51,00;334,33;28,33;17,00;17,00;26,00;38,00;14,00;21,00;12,00;7,00;12,00;13,00;9,65;15,16;5,51;60,65;5,31;8,50;75,44;4,25;63,44;3,73;2,49;1,24;52,00;10,00;31,00;1,00;38,56;31,10;32,34;8,71;7,00;6,00;8,00
2021-10-17;48,00;378,00;30,00;12,00;24,00;28,00;53,00;17,00;23,00;15,00;7,00;13,00;14,00;8,23;15,09;6,86;68,57;5,33;7,47;69,33;6,40;66,46;2,46;1,23;1,23;48,00;11,00;34,00;2,00;32,00;24,62;28,31;6,15;6,00;9,00;9,00
2021-10-24;57,00;376,20;28,50;17,10;28,50;29,00;49,00;18,00;23,00;8,00;8,00;12,00;14,00;12,51;15,29;5,56;70,90;6,33;11,61;90,78;4,22;70,63;2,48;2,48;2,48;50,00;16,00;35,00;1,00;40,89;34,70;33,46;8,67;9,00;10,00;9,00
2021-10-31;44,00;330,00;33,00;11,00;16,50;26,00;60,00;13,00;17,00;14,00;9,00;12,00;16,00;13,75;17,88;5,50;63,25;5,24;7,33;76,48;5,24;66,63;1,26;1,26;1,26;46,00;13,00;33,00;1,00;37,89;29,33;35,44;6,11;6,00;11,00;7,00
2021-11-07;50,00;322,22;27,78;16,67;16,67;26,00;34,00;14,00;17,00;10,00;6,00;10,00;15,00;11,11;15,28;5,56;58,33;3,13;10,42;86,46;4,17;63,41;2,44;1,22;1,22;50,00;14,00;33,00;1,00;31,71;28,05;32,93;6,10;5,00;11,00;7,00
